id,name,identifier__historichansard,constituency,party,party_id,start_date,start_reason,end_date,end_reason,term
10768,David Burnside,6716,South Antrim,UUP,uup,2007-03-09,election,2009-06-01,resigned,3
10780,Gregory Campbell,3907,East Londonderry,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
10780,Gregory Campbell,3907,East Londonderry,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
10780,Gregory Campbell,3907,East Londonderry,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
10780,Gregory Campbell,3907,East Londonderry,DUP,dup,2011-05-06,election,,,4
10857,Nigel Dodds,4137,Belfast North,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
10857,Nigel Dodds,4137,Belfast North,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
10857,Nigel Dodds,4137,Belfast North,DUP,dup,2007-03-09,election,2010-09-10,resigned,3
10858,Pat Doherty,4140,West Tyrone,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1
10858,Pat Doherty,4140,West Tyrone,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2
10858,Pat Doherty,4140,West Tyrone,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
10858,Pat Doherty,4140,West Tyrone,Sinn Féin,sinn-fein,2011-05-06,election,2012-07-01,resigned,4
10913,Michelle Gildernew,4566,Fermanagh and South Tyrone,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1
10913,Michelle Gildernew,4566,Fermanagh and South Tyrone,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2
10913,Michelle Gildernew,4566,Fermanagh and South Tyrone,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
10913,Michelle Gildernew,4566,Fermanagh and South Tyrone,Sinn Féin,sinn-fein,2011-05-06,election,2012-07-01,resigned,4
11194,Iris Robinson,5842,Strangford,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
11194,Iris Robinson,5842,Strangford,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
11194,Iris Robinson,5842,Strangford,DUP,dup,2007-03-09,election,2010-01-12,resigned,3
11374,Sammy Wilson,,Belfast East,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
11374,Sammy Wilson,,East Antrim,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
11374,Sammy Wilson,,East Antrim,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
11374,Sammy Wilson,,East Antrim,DUP,dup,2011-05-06,election,2015-08-11,resigned,4
11402,Alasdair McDonnell,,Belfast South,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
11402,Alasdair McDonnell,,Belfast South,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
11402,Alasdair McDonnell,,Belfast South,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3
11402,Alasdair McDonnell,,Belfast South,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,2015-06-28,resigned,4
11589,Mark Durkan,,Foyle,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
11589,Mark Durkan,,Foyle,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
11589,Mark Durkan,,Foyle,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2010-11-09,resigned,3
11734,Conor Murphy,,Newry and Armagh,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1
11734,Conor Murphy,,Newry and Armagh,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2
11734,Conor Murphy,,Newry and Armagh,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
11734,Conor Murphy,,Newry and Armagh,Sinn Féin,sinn-fein,2011-05-06,election,2012-07-01,resigned,4
11734,Conor Murphy,,Newry and Armagh,Sinn Féin,sinn-fein,2015-06-08,appointed,,,4
25447,Claire Hanna,,Belfast South,Social Democratic and Labour Party,social-democratic-and-labour-party,2015-06-29,appointed,,,4
25448,Neil Somerville,,Fermanagh and South Tyrone,UUP,uup,2015-06-30,appointed,,,4
11892,David Simpson,,Upper Bann,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
11892,David Simpson,,Upper Bann,DUP,dup,2007-03-09,election,2010-07-01,resigned,3
13371,Lord Alderdice,,Belfast East,Alliance,alliance,1998-06-25,general_election,1998-06-30,changed_party,1
13371,Lord Alderdice,,Belfast East,Initial Presiding Officer,initial-presiding-officer,1998-07-01,changed_party,1999-11-30,devolution,1
13371,Lord Alderdice,,Belfast East,Speaker,speaker,1999-12-01,devolution,2003-04-28,general_election,1
13733,Maurice Morrow,,Fermanagh and South Tyrone,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
13733,Maurice Morrow,,Fermanagh and South Tyrone,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13733,Lord Morrow,,Fermanagh and South Tyrone,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13733,Lord Morrow,,Fermanagh and South Tyrone,DUP,dup,2011-05-06,election,,,4
13741,Ian Adamson,,Belfast East,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13742,Fraser Agnew,,Belfast North,Independent,independent,1998-06-25,general_election,1998-09-21,changed_party,1
13742,Fraser Agnew,,Belfast North,UUAP,uuap,1998-09-21,changed_party,2003-04-28,general_election,1
13743,Pauline Armitage,,East Londonderry,UUP,uup,1998-06-25,general_election,2001-11-09,changed_party,1
13743,Pauline Armitage,,East Londonderry,Independent,independent,2001-11-09,changed_party,2003-04-28,general_election,1
13744,Billy Armstrong,,Mid Ulster,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13744,Billy Armstrong,,Mid Ulster,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13744,Billy Armstrong,,Mid Ulster,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3
13745,Alex Attwood,,Belfast West,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
13745,Alex Attwood,,Belfast West,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
13745,Alex Attwood,,Belfast West,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3
13745,Alex Attwood,,Belfast West,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,,,4
13746,Norah Beare,,Lagan Valley,UUP,uup,2003-11-26,general_election,2003-12-18,changed_party,2
13746,Norah Beare,,Lagan Valley,Independent Unionist,independent-unionist,2003-12-18,changed_party,2004-01-15,changed_party,2
13746,Norah Beare,,Lagan Valley,DUP,dup,2004-01-15,changed_party,2007-01-30,dissolution,2
13748,Eileen Bell,,North Down,Alliance,alliance,1998-06-25,general_election,2003-04-28,general_election,1
13748,Eileen Bell,,North Down,Alliance,alliance,2003-11-26,general_election,2006-05-09,changed_party,2
13748,Eileen Bell,,North Down,Speaker,speaker,2006-05-09,changed_party,2007-05-08,dissolution,2
13749,Billy Bell,,Lagan Valley,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13749,Billy Bell,,Lagan Valley,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13750,Tom Benson,,Strangford,UUP,uup,1998-06-25,general_election,2000-12-24,died,1
13751,Paul Berry,,Newry and Armagh,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
13751,Paul Berry,,Newry and Armagh,DUP,dup,2003-11-26,general_election,2006-02-20,changed_party,2
13751,Paul Berry,,Newry and Armagh,Independent,independent,2006-02-21,changed_party,2007-01-30,dissolution,2
13752,Esmond Birnie,,Belfast South,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13752,Esmond Birnie,,Belfast South,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13753,Norman Boyd,,South Antrim,UKUP,ukup,1998-06-25,general_election,1999-01-15,changed_party,1
13753,Norman Boyd,,South Antrim,NIUP,niup,1999-01-15,changed_party,2003-04-28,general_election,1
13754,P J Bradley,,South Down,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
13754,P J Bradley,,South Down,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
13754,P J Bradley,,South Down,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3
13755,Dominic Bradley,,Newry and Armagh,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
13755,Dominic Bradley,,Newry and Armagh,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3
13755,Dominic Bradley,,Newry and Armagh,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,,,4
13756,Mary Bradley,,Foyle,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
13756,Mary Bradley,,Foyle,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3
13758,Thomas Buchanan,,West Tyrone,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13758,Thomas Buchanan,,West Tyrone,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13758,Thomas Buchanan,,West Tyrone,DUP,dup,2011-05-06,election,,,4
13759,Thomas Burns,,South Antrim,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
13759,Thomas Burns,,South Antrim,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3
13760,Joe Byrne,,West Tyrone,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
13760,Joe Byrne,,West Tyrone,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,,,4
13761,Mervyn Carrick,,Upper Bann,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
13762,Joan Carson,,Fermanagh and South Tyrone,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13763,Willie Clarke,,South Down,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2
13763,Willie Clarke,,South Down,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
13763,Willie Clarke,,South Down,Sinn Féin,sinn-fein,2011-05-06,election,2012-04-12,resigned,4
13764,Seamus Close,,Lagan Valley,Alliance,alliance,1998-06-25,general_election,2003-04-28,general_election,1
13764,Seamus Close,,Lagan Valley,Alliance,alliance,2003-11-26,general_election,2007-01-30,dissolution,2
13765,Wilson Clyde,,South Antrim,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
13765,Wilson Clyde,,South Antrim,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13766,Fred Cobain,,Belfast North,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13766,Fred Cobain,,Belfast North,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13766,Fred Cobain,,Belfast North,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3
13767,Michael Copeland,,Belfast East,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13767,Michael Copeland,,Belfast East,UUP,uup,2011-05-06,election,,,4
13768,Robert Coulter,,North Antrim,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13768,Robert Coulter,,North Antrim,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13768,Robert Coulter,,North Antrim,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3
13769,Annie Courtney,,Foyle,Social Democratic and Labour Party,social-democratic-and-labour-party,2000-12-05,appointed,2003-04-01,changed_party,1
13769,Annie Courtney,,Foyle,Independent,independent,2003-04-01,changed_party,2003-04-28,general_election,1
13770,Michael Coyle,,East Londonderry,Social Democratic and Labour Party,social-democratic-and-labour-party,2002-09-01,appointed,2003-04-28,general_election,1
13771,Leslie Cree,,North Down,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13771,Leslie Cree,,North Down,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3
13771,Leslie Cree,,North Down,UUP,uup,2011-05-06,election,,,4
13772,John Dallat,,East Londonderry,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
13772,John Dallat,,East Londonderry,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
13772,John Dallat,,East Londonderry,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3
13772,John Dallat,,East Londonderry,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,,,4
13773,Ivan Davis,,Lagan Valley,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13774,George Dawson,,East Antrim,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13774,George Dawson,,East Antrim,DUP,dup,2007-03-09,election,2007-05-07,died,3
13775,Kieran Deeny,,West Tyrone,Independent,independent,2003-11-26,general_election,2007-01-30,dissolution,2
13775,Kieran Deeny,,West Tyrone,Independent,independent,2007-03-09,election,2011-03-24,dissolution,3
13776,Diane Dodds,,Belfast West,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13777,Arthur Doherty,,East Londonderry,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2002-09-01,resigned,1
13778,Geraldine Dougan,,Mid Ulster,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-14,changed_party,2
13778,Geraldine Dougan,,Mid Ulster,Independent,independent,2007-01-15,changed_party,2007-01-30,dissolution,2
13779,Boyd Douglas,,East Londonderry,Independent,independent,1998-06-25,general_election,1998-09-21,changed_party,1
13779,Boyd Douglas,,East Londonderry,UUAP,uuap,1998-09-21,changed_party,2003-04-28,general_election,1
13780,Alex Easton,,North Down,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13780,Alex Easton,,North Down,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13780,Alex Easton,,North Down,DUP,dup,2011-05-06,election,,,4
13781,Tom Elliott,,Fermanagh and South Tyrone,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13781,Tom Elliott,,Fermanagh and South Tyrone,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3
13781,Tom Elliott,,Fermanagh and South Tyrone,UUP,uup,2011-05-06,election,2015-06-29,resigned,4
13782,Reg Empey,,Belfast East,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13782,Reg Empey,,Belfast East,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13782,Reg Empey,,Belfast East,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3
13783,George Ennis,,Strangford,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13784,David Ervine,,Belfast East,PUP,pup,1998-06-25,general_election,2003-04-28,general_election,1
13784,David Ervine,,Belfast East,PUP,pup,2003-11-26,general_election,2007-01-08,died,2
13785,Sean Farren,,North Antrim,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
13785,Sean Farren,,North Antrim,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
13786,John Fee,,Newry and Armagh,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
13787,Michael Ferguson,,Belfast West,Sinn Féin,sinn-fein,2003-11-26,general_election,2006-09-25,died,2
13788,David Ford,,South Antrim,Alliance,alliance,1998-06-25,general_election,2003-04-28,general_election,1
13788,David Ford,,South Antrim,Alliance,alliance,2003-11-26,general_election,2007-01-30,dissolution,2
13788,David Ford,,South Antrim,Alliance,alliance,2007-03-09,election,2011-03-24,dissolution,3
13788,David Ford,,South Antrim,Alliance,alliance,2011-05-06,election,,,4
13789,Sam Foster,,Fermanagh and South Tyrone,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13790,Arlene Foster,,Fermanagh and South Tyrone,UUP,uup,2003-11-26,general_election,2003-12-18,changed_party,2
13790,Arlene Foster,,Fermanagh and South Tyrone,Independent Unionist,independent-unionist,2003-12-18,changed_party,2004-01-15,changed_party,2
13790,Arlene Foster,,Fermanagh and South Tyrone,DUP,dup,2004-01-15,changed_party,2007-01-30,dissolution,2
13790,Arlene Foster,,Fermanagh and South Tyrone,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13790,Arlene Foster,,Fermanagh and South Tyrone,DUP,dup,2011-05-06,election,,,4
13791,Tommy Gallagher,,Fermanagh and South Tyrone,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
13791,Tommy Gallagher,,Fermanagh and South Tyrone,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
13791,Tommy Gallagher,,Fermanagh and South Tyrone,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3
13792,Samuel Gardiner,,Upper Bann,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13792,Samuel Gardiner,,Upper Bann,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3
13792,Samuel Gardiner,,Upper Bann,UUP,uup,2011-05-06,election,,,4
13793,Oliver Gibson,,West Tyrone,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
13794,Paul Girvan,,South Antrim,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13794,Paul Girvan,,South Antrim,DUP,dup,2010-07-01,appointed,2011-03-24,dissolution,3
13794,Paul Girvan,,South Antrim,DUP,dup,2011-05-06,election,,,4
13795,John Gorman,,North Down,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13796,Tom Hamilton,,Strangford,UUP,uup,2001-01-17,appointed,2003-04-28,general_election,1
13797,Carmel Hanna,,Belfast South,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
13797,Carmel Hanna,,Belfast South,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
13797,Carmel Hanna,,Belfast South,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2010-01-18,resigned,3
13798,Denis Haughey,,Mid Ulster,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
13799,William Hay,,Foyle,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
13799,William Hay,,Foyle,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13799,William Hay,,Foyle,DUP,dup,2007-03-09,election,2007-05-08,changed_party,3
13799,William Hay,,Foyle,Speaker,speaker,2007-05-08,changed_party,2011-03-24,dissolution,3
13799,William Hay,,Foyle,Speaker,speaker,2011-05-06,election,2014-10-13,retired,4
13800,Joe Hendron,,Belfast West,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
13801,David Hilditch,,East Antrim,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
13801,David Hilditch,,East Antrim,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2
13801,David Hilditch,,East Antrim,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3
13801,David Hilditch,,East Antrim,DUP,dup,2011-05-06,election,,,4
13802,Norman Hillis,,East Londonderry,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13803,Derek Hussey,,West Tyrone,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13803,Derek Hussey,,West Tyrone,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13804,Billy Hutchinson,,Belfast North,PUP,pup,1998-06-25,general_election,2003-04-28,general_election,1
13805,Roger Hutchinson,,East Antrim,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1
13806,Davy Hyland,,Newry and Armagh,Sinn Féin,sinn-fein,2003-11-26,general_election,2006-12-18,changed_party,2
13806,Davy Hyland,,Newry and Armagh,Independent,independent,2006-12-19,changed_party,2007-01-30,dissolution,2
13807,Gardiner Kane,,North Antrim,DUP,dup,1998-06-25,general_election,2002-11-11,changed_party,1
13807,Gardiner Kane,,North Antrim,Independent,independent,2002-11-11,changed_party,2003-04-28,general_election,1
13808,John Kelly,,Mid Ulster,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1
13809,Gerry Kelly,,Belfast North,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1
13809,Gerry Kelly,,Belfast North,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2
13809,Gerry Kelly,,Belfast North,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
13809,Gerry Kelly,,Belfast North,Sinn Féin,sinn-fein,2011-05-06,election,,,4
13810,Dolores Kelly,,Upper Bann,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
13810,Dolores Kelly,,Upper Bann,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3
13810,Dolores Kelly,,Upper Bann,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,,,4
13811,Danny Kennedy,,Newry and Armagh,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13811,Danny Kennedy,,Newry and Armagh,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2
13811,Danny Kennedy,,Newry and Armagh,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3
13811,Danny Kennedy,,Newry and Armagh,UUP,uup,2011-05-06,election,,,4
13812,James Leslie,,North Antrim,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1
13813,Patricia Lewsley,,Lagan Valley,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
13813,Patricia Lewsley,,Lagan Valley,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2006-12-19,resigned,2
13814,Naomi Long,,Belfast East,Alliance,alliance,2003-11-26,general_election,2007-01-30,dissolution,2
13814,Naomi Long,,Belfast East,Alliance,alliance,2007-03-09,election,2010-07-05,resigned,3
13815,Alban Maginness,,Belfast North,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1
13815,Alban Maginness,,Belfast North,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2
13815,Alban Maginness,,Belfast North,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3
13815,Alban Maginness,,Belfast North,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,,,4
13816,Alex Maskey,,Belfast West,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1
13816,Alex Maskey,,Belfast South,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2
13816,Alex Maskey,,Belfast South,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
13816,Alex Maskey,,Belfast South,Sinn Féin,sinn-fein,2011-05-06,election,2014-11-03,resigned,4
13816,Alex Maskey,,Belfast West,Sinn Féin,sinn-fein,2014-11-04,appointed,,,4
13818,Fra McCann,,Belfast West,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2
13818,Fra McCann,,Belfast West,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3
13818,Fra McCann,,Belfast West,Sinn Féin,sinn-fein,2011-05-06,election,,,4
13819,Kieran McCarthy,,Strangford,Alliance,alliance,1998-06-25,general_election,2003-04-28,general_election,1
13819,Kieran McCarthy,,Strangford,Alliance,alliance,2003-11-26,general_election,2007-01-30,dissolution,2
13819,Kieran McCarthy,,Strangford,Alliance,alliance,2007-03-09,election,2011-03-24,dissolution,3
13819,Kieran McCarthy,,Strangford,Alliance,alliance,2011-05-06,election,,,4
