name,wikipedia__en,state,party,term,holder,source
Teresita de Jesús Borges,Teresita de Jesús Borges,Yucatán,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Heberto Neblina,Heberto Neblina,Sonora,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
José Alfredo Botello,José Alfredo Botello,Querétaro,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Yesenia Nolasco Ramírez,Yesenia Nolasco Ramírez,Federal District,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Fernando Bribiesca Sahagún,Fernando Bribiesca Sahagún,Guanajuato,PANAL,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Magdalena Núñez Monreal,Magdalena Núñez Monreal,Zacatecas,PT,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Juan Bueno Torio,Juan Bueno Torio,Veracruz,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Arnoldo Ochoa González,Arnoldo Ochoa González,Colima,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
José Angelino Caamal,José Angelino Caamal,Campeche,PANAL,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Nabor Ochoa López,Nabor Ochoa López,Colima,PVEM,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Juan Francisco Cáceres,Juan Francisco Cáceres,Tabasco,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Cristina Olvera Barrios,Cristina Olvera Barrios,Federal District,PANAL,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Leticia Calderón Ramírez,Leticia Calderón Ramírez,Mexico,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Adolfo Orive Bellinger,Adolfo Orive Bellinger,Federal District,PT,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Rubén Camarillo Ortega,Rubén Camarillo Ortega,Aguascalientes,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Javier Orozco Gómez,Javier Orozco Gómez,Mexico,PVEM,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Maria Elena Cano Ayala,Maria Elena Cano Ayala,Guanajuato,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Guadalupe Ortega Pacheco,Guadalupe Ortega Pacheco,Yucatán,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Ricardo Cantú Garza,Ricardo Cantú Garza,Mexico,PT,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Loretta Ortíz Ahlf,Loretta Ortíz Ahlf,Federal District,MRN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Eloy Cantú Segovia,Eloy Cantú Segovia,Nuevo León,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Ricardo Pacheco Rodríguez,Ricardo Pacheco Rodríguez,Durango,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Miriam Cárdenas Cantú,Miriam Cárdenas Cantú,Coahuila,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Carla Padilla Ramos,Carla Padilla Ramos,Mexico,PVEM,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Carlos Humberto Castaños,Carlos Humberto Castaños,Sinaloa,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Leslie Pantoja Hernández,Leslie Pantoja Hernández,Sonora,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Carlos Octavio Castellanos,Carlos Octavio Castellanos,Chiapas,PVEM,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Flor Pedraza Aguilera,Flor Pedraza Aguilera,Federal District,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Ángel Cedillo Hernández,Ángel Cedillo Hernández,Mexico,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Carmen Pérez Camarena,Carmen Pérez Camarena,Jalisco,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
María Sanjuana Cerda Franco,María Sanjuana Cerda Franco,Nuevo León,PANAL,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Elvia María Pérez,Elvia María Pérez,Campeche,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
María Ceseñas Chapa,María Ceseñas Chapa,Nuevo León,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Pedro Porras Pérez,Pedro Porras Pérez,Mexico,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Sergio Augusto Chan Lugo,Sergio Augusto Chan Lugo,Yucatán,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Domitilo Posadas Hernández,Domitilo Posadas Hernández,Mexico,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Rodrigo Chávez Contreras,Rodrigo Chávez Contreras,Federal District,MRN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Lourdes Quiñones Canales,Lourdes Quiñones Canales,Durango,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Yazmín Copete,Yazmín Copete,Veracruz,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
María Ramírez Diez,María Ramírez Diez,San Luis Potosí,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Martha Córdova Bernal,Martha Córdova Bernal,Chihuahua,MC,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Luis Miguel Ramírez Romero,Luis Miguel Ramírez Romero,Morelos,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Soraya Córdova,Soraya Córdova,Puebla,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Patricia Retamoza,Patricia Retamoza,Jalisco,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
María Corona Nakamura,María Corona Nakamura,Jalisco,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Carla Reyes Montiel,Carla Reyes Montiel,Mexico,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Maximiliano Cortázar,Maximiliano Cortázar,Federal District,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Rocío Reza Gallegos,Rocío Reza Gallegos,Chihuahua,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Isaías Cortés Berumen,Isaías Cortés Berumen,Jalisco,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Alicia Ricalde Magaña,Alicia Ricalde Magaña,Quintana Roo,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Eufrosina Cruz,Eufrosina Cruz,Oaxaca,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Sonia Rincón Chanona,Sonia Rincón Chanona,Chiapas,PANAL,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Maricruz Cruz Morales,Maricruz Cruz Morales,Mexico,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Alfredo Rivadeneyra Hernández,Alfredo Rivadeneyra Hernández,Mexico,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Antonio Cuéllar Steffan,Antonio Cuéllar Steffan,Aguascalientes,PVEM,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Erick Rivera Villanueva,Erick Rivera Villanueva,Hidalgo,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Mario Alejandro Cuevas Mena,Mario Alejandro Cuevas Mena,Yucatán,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Héctor Roblero Gordillo,Héctor Roblero Gordillo,Chiapas,PT,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Andrés de la Rosa Anaya,Andrés de la Rosa Anaya,Baja California,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
José Alberto Rodríguez Calderón,José Alberto Rodríguez Calderón,Hidalgo,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Jorge del Ángel Acosta,Jorge del Ángel Acosta,Veracruz,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Fernando Rodríguez Doval,Fernando Rodríguez Doval,Federal District,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Rodolfo Dorador,Rodolfo Dorador,Durango,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Leonor Romero Sevilla,Leonor Romero Sevilla,Tlaxcala,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Alfonso Durazo,Alfonso Durazo,Sonora,MRN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
María Fernanda Romero Lozano,María Fernanda Romero Lozano,Tabasco,MRN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Arturo Escobar y Vega,Arturo Escobar y Vega,Federal District,PVEM,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Jorge Rosiñol Abreu,Jorge Rosiñol Abreu,Campeche,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Rubén Félix Hays,Rubén Félix Hays,Sinaloa,PANAL,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Adán David Ruiz,Adán David Ruiz,Baja California,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Enrique Flores Flores,Enrique Flores Flores,San Luis Potosí,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Verónica Sada Pérez,Verónica Sada Pérez,Nuevo León,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Patricio Flores Sandoval,Patricio Flores Sandoval,Jalisco,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Margarita Saldaña Hernández,Margarita Saldaña Hernández,Federal District,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Juan Manuel Fócil Pérez,Juan Manuel Fócil Pérez,Tabasco,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Fernando Salgado Delgado,Fernando Salgado Delgado,Mexico,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
René Fujiwara,René Fujiwara,Federal District,PANAL,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
José Arturo Salinas Garza,José Arturo Salinas Garza,Nuevo León,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Erika Funes Velázquez,Erika Funes Velázquez,Mexico,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Javier Salinas Narváez,Javier Salinas Narváez,Mexico,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Heriberto Galindo Quiñones,Heriberto Galindo Quiñones,Sinaloa,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Josefina Salinas Pérez,Josefina Salinas Pérez,Mexico,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Raúl Santos Galván Villanueva,Raúl Santos Galván Villanueva,Sinaloa,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Ramón Sampayo Ortíz,Ramón Sampayo Ortíz,Tamaulipas,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Lizbeth Gamboa Song,Lizbeth Gamboa Song,Quintana Roo,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Juan Ignacio Samperio,Juan Ignacio Samperio,Mexico,MC,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Mónica García de la Fuente,Mónica García de la Fuente,Aguascalientes,PVEM,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Mario Sánchez Ruiz,Mario Sánchez Ruiz,Sonora,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
María de las Nieves García,María de las Nieves García,Oaxaca,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Guillermo Sánchez Torres,Guillermo Sánchez Torres,Federal District,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Amalia García Medina,Amalia García Medina,Federal District,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Rosendo Serrano Toledo,Rosendo Serrano Toledo,Oaxaca,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Verónica García Reyes,Verónica García Reyes,Michoacán,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Martha Sosa Govea,Martha Sosa Govea,Colima,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Mariana García Rojas,Mariana García Rojas,Veracruz,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Dora Talamante Lemas,Dora Talamante Lemas,Sonora,PANAL,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Lucila Garfias,Lucila Garfias,Mexico,PANAL,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Margarita Tapia Fonllem,Margarita Tapia Fonllem,Federal District,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Ana Lilia Garza Cadenas,Ana Lilia Garza Cadenas,Baja California,PVEM,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Araceli Torres Flores,Araceli Torres Flores,Veracruz,PT,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Marcelo Garza Ruvalcaba,Marcelo Garza Ruvalcaba,Nuevo León,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Tomás Torres Mercado,Tomás Torres Mercado,Zacatecas,PVEM,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Merilyn Gómez Pozos,Merilyn Gómez Pozos,Jalisco,MC,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Crystal Tovar Aragón,Crystal Tovar Aragón,Chihuahua,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Amira Griselda Gómez,Amira Griselda Gómez,Tamaulipas,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
José Isabel Trejo,José Isabel Trejo,Zacatecas,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Nelly González Aguilar,Nelly González Aguilar,Tamaulipas,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Javier Treviño,Javier Treviño,Nuevo León,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Rodrigo González Barrios,Rodrigo González Barrios,Nayarit,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
María Urciel Castañeda,María Urciel Castañeda,Nayarit,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Adriana González Carrillo,Adriana González Carrillo,Mexico,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Juan Carlos Uribe Padilla,Juan Carlos Uribe Padilla,Chiapas,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Federico González Luna,Federico González Luna,Veracruz,PVEM,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Simón Valanci,Simón Valanci,Mexico,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Alfa González Magallanes,Alfa González Magallanes,Coahuila,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Cinthya Valladares Couoh,Cinthya Valladares Couoh,Yucatán,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Víctor Rafael González,Víctor Rafael González,Oaxaca,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
José Luis Valle Magaña,José Luis Valle Magaña,Jalisco,MC,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
José González Morfin,José González Morfin,Michoacán,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Lorenia Valles Sampedro,Lorenia Valles Sampedro,Sonora,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Luis Antonio González Roldán,Luis Antonio González Roldán,Mexico,PANAL,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Nelly Vargas,Nelly Vargas,Tabasco,MC,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Martha Gutiérrez Manrique,Martha Gutiérrez Manrique,Hidalgo,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Martín Vásquez Villanueva,Martín Vásquez Villanueva,Oaxaca,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
María de Jesús Huerta,María de Jesús Huerta,Nuevo León,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Maricela Velázquez Sánchez,Maricela Velázquez Sánchez,Morelos,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Zuleyma Huidobro,Zuleyma Huidobro,Puebla,MC,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Jorge Villalobos Seañez,Jorge Villalobos Seañez,Sinaloa,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Raquel Jiménez Cerrillo,Raquel Jiménez Cerrillo,Querétaro,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Luis Alberto Villarreal,Luis Alberto Villarreal,Guanajuato,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Verónica Juárez Piña,Verónica Juárez Piña,Jalisco,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Blanca María Villaseñor,Blanca María Villaseñor,Michoacán,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Karina Labastida Sotelo,Karina Labastida Sotelo,Mexico,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
María Villaseñor Vargas,María Villaseñor Vargas,Federal District,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
José Antonio León Mendivil,José Antonio León Mendivil,Veracruz,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Martha Vital,Martha Vital,Chiapas,PVEM,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Margarita Licea González,Margarita Licea González,Jalisco,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Beatriz Yamamoto Cázarez,Beatriz Yamamoto Cázarez,Guanajuato,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Roberto López González,Roberto López González,Jalisco,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Elizabeth Yáñez Robles,Elizabeth Yáñez Robles,Guanajuato,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Raudel López López,Raudel López López,Aguascalientes,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Alfredo Zamora García,Alfredo Zamora García,Baja California Sur,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Roberto López Rosado,Roberto López Rosado,Oaxaca,PRD,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
María Beatriz Zavala Peniche,María Beatriz Zavala Peniche,Yucatán,PAN,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
María Carmen López Segura,María Carmen López Segura,Baja California,PRI,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
Ruth Zavaleta Salgado,Ruth Zavaleta Salgado,Federal District,PVEM,62,1,https://en.wikipedia.org/wiki/LXII_Legislature_of_the_Mexican_Congress
