name,wikipedia__tk,party,area,term,source
Abdullah Gül,Abdullah Gül,Adalet ve Kalkınma Partisi,Kayseri,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Taner Yıldız,Taner Yıldız,Adalet ve Kalkınma Partisi,Kayseri,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Sadık Yakut,Sadık Yakut,Adalet ve Kalkınma Partisi,Kayseri,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mustafa Elitaş,Mustafa Elitaş,Adalet ve Kalkınma Partisi,Kayseri,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Yaşar Karayel,Yaşar Karayel,Adalet ve Kalkınma Partisi,Kayseri,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Ahmet Öksüzkaya,"",Adalet ve Kalkınma Partisi,Kayseri,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mehmet Şevki Kulkuloğlu,"",Cumhuriyet Halk Partisi,Kayseri,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Sabahattin Çakmakoğlu,Sabahattin Çakmakoğlu,Milliyetçi Hareket Partisi,Kayseri,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Vahit Erdem,Vahit Erdem,Adalet ve Kalkınma Partisi,Kırıkkale,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mustafa Özbayrak,"",Adalet ve Kalkınma Partisi,Kırıkkale,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Turan Kıratlı,"",Adalet ve Kalkınma Partisi,Kırıkkale,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Osman Durmuş,Osman Durmuş,Milliyetçi Hareket Partisi,Kırıkkale,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Ahmet Gökhan Sarıçam,Ahmet Gökhan Sarıçam,Adalet ve Kalkınma Partisi,Kırklareli,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Turgut Dibek,Turgut Dibek,Cumhuriyet Halk Partisi,Kırklareli,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Tansel Barış,Tansel Barış,Cumhuriyet Halk Partisi,Kırklareli,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mikail Arslan,Mikail Arslan,Adalet ve Kalkınma Partisi,Kırşehir,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Abdullah Çalışkan,"Abdullah Çalışkan (siyasetçi, 1974)",Adalet ve Kalkınma Partisi,Kırşehir,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Metin Çobanoğlu,Metin Çobanoğlu,Milliyetçi Hareket Partisi,Kırşehir,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Hüseyin Devecioğlu,"",Adalet ve Kalkınma Partisi,Kilis,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Hasan Kara,Hasan Kara,Adalet ve Kalkınma Partisi,Kilis,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Eyüp Ayar,"",Adalet ve Kalkınma Partisi,Kocaeli,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Muzaffer Baştopçu,Muzaffer Baştopçu,Adalet ve Kalkınma Partisi,Kocaeli,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Nihat Ergün,Nihat Ergün,Adalet ve Kalkınma Partisi,Kocaeli,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Azize Sibel Gönül,Azize Sibel Gönül,Adalet ve Kalkınma Partisi,Kocaeli,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Fikri Işık,Fikri Işık,Adalet ve Kalkınma Partisi,Kocaeli,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Osman Pepe,Osman Pepe,Adalet ve Kalkınma Partisi,Kocaeli,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mehmet Cevdet Selvi,Mehmet Cevdet Selvi,Cumhuriyet Halk Partisi,Kocaeli,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Hikmet Erenkaya,Hikmet Erenkaya,Cumhuriyet Halk Partisi,Kocaeli,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Cumali Durmuş,"",Milliyetçi Hareket Partisi,Kocaeli,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Hasan Angı,"",Adalet ve Kalkınma Partisi,Konya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Ahmet Büyükakkaşlar,"",Adalet ve Kalkınma Partisi,Konya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Özkan Öksüz,Özkan Öksüz,Adalet ve Kalkınma Partisi,Konya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Kerim Özkul,"",Adalet ve Kalkınma Partisi,Konya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Ali Öztürk,Ali Öztürk (hukukçu),Adalet ve Kalkınma Partisi,Konya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Hüsnü Tuna,"",Adalet ve Kalkınma Partisi,Konya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Harun Tüfekci,Harun Tüfekci,Adalet ve Kalkınma Partisi,Konya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Ayşe Türkmenoğlu,"",Adalet ve Kalkınma Partisi,Konya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Muharrem Candan,"",Adalet ve Kalkınma Partisi,Konya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Abdullah Çetinkaya,"",Adalet ve Kalkınma Partisi,Konya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Orhan Erdem,Orhan Erdem,Adalet ve Kalkınma Partisi,Konya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Sami Güçlü,Sami Güçlü,Adalet ve Kalkınma Partisi,Konya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mustafa Kabakçı,"",Adalet ve Kalkınma Partisi,Konya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Atilla Kart,Atilla Kart,Cumhuriyet Halk Partisi,Konya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Faruk Bal,Faruk Bal,Milliyetçi Hareket Partisi,Konya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mustafa Kalaycı,Mustafa Kalaycı,Milliyetçi Hareket Partisi,Konya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Soner Aksoy,Soner Aksoy,Adalet ve Kalkınma Partisi,Kütahya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
İsmail Hakkı Biçer,"",Adalet ve Kalkınma Partisi,Kütahya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Hasan Fehmi Kinay,Hasan Fehmi Kinay,Adalet ve Kalkınma Partisi,Kütahya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Hüsnü Ordu,Hüsnü Ordu,Adalet ve Kalkınma Partisi,Kütahya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Hüseyin Tuğcu,"",Adalet ve Kalkınma Partisi,Kütahya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Alim Işık,Alim Işık,Milliyetçi Hareket Partisi,Kütahya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Öznur Çalık,Öznur Çalık,Adalet ve Kalkınma Partisi,Malatya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mahmut Mücahit Fındıklı,"",Adalet ve Kalkınma Partisi,Malatya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
İhsan Koca,"",Adalet ve Kalkınma Partisi,Malatya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Fuat Ölmeztoprak,"",Adalet ve Kalkınma Partisi,Malatya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Ömer Faruk Öz,"",Adalet ve Kalkınma Partisi,Malatya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mehmet Şahin,"Mehmet Şahin (siyasetçi, 1956)",Adalet ve Kalkınma Partisi,Malatya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Ferit Mevlüt Aslanoğlu,Ferit Mevlüt Aslanoğlu,Cumhuriyet Halk Partisi,Malatya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Bülent Arınç,Bülent Arınç,Adalet ve Kalkınma Partisi,Manisa,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Hüseyin Tanrıverdi,Hüseyin Tanrıverdi,Adalet ve Kalkınma Partisi,Manisa,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Recai Berber,Recai Berber,Adalet ve Kalkınma Partisi,Manisa,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
İsmail Bilen,İsmail Bilen (milletvekili),Adalet ve Kalkınma Partisi,Manisa,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mehmet Çerçi,"",Adalet ve Kalkınma Partisi,Manisa,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Şahin Mengü,Şahin Mengü,Cumhuriyet Halk Partisi,Manisa,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mustafa Erdoğan Yetenç,Mustafa Erdoğan Yetenç,Cumhuriyet Halk Partisi,Manisa,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Ahmet Orhan,"",Milliyetçi Hareket Partisi,Manisa,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Erkan Akçay,"",Milliyetçi Hareket Partisi,Manisa,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mustafa Enöz,"",Milliyetçi Hareket Partisi,Manisa,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Cüneyt Yüksel,"",Adalet ve Kalkınma Partisi,Mardin,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Süleyman Çelebi,Süleyman Çelebi (milletvekili),Adalet ve Kalkınma Partisi,Mardin,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mehmet Halit Demir,"",Adalet ve Kalkınma Partisi,Mardin,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Gönül Bekin Şahkulubey,Gönül Bekin Şahkulubey,Adalet ve Kalkınma Partisi,Mardin,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Ahmet Türk,Ahmet Türk,Bağımsız,Mardin,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Emine Ayna,Emine Ayna,Bağımsız,Mardin,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Kürşad Tüzmen,Kürşad Tüzmen,Adalet ve Kalkınma Partisi,Mersin,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Ömer İnan,"",Adalet ve Kalkınma Partisi,Mersin,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mehmet Zafer Üskül,Mehmet Zafer Üskül,Adalet ve Kalkınma Partisi,Mersin,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Ali Er,Ali Er,Adalet ve Kalkınma Partisi,Mersin,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Ali Rıza Öztürk,Ali Rıza Öztürk,Cumhuriyet Halk Partisi,Mersin,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
İsa Gök,İsa Gök,Cumhuriyet Halk Partisi,Mersin,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Ali Oksal,"",Cumhuriyet Halk Partisi,Mersin,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Vahap Seçer,Vahap Seçer,Cumhuriyet Halk Partisi,Mersin,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Akif Akkuş,"",Milliyetçi Hareket Partisi,Mersin,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Behiç Çelik,Behiç Çelik,Milliyetçi Hareket Partisi,Mersin,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mehmet Şandır,Mehmet Şandır,Milliyetçi Hareket Partisi,Mersin,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Kadir Ural,"",Milliyetçi Hareket Partisi,Mersin,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mehmet Nil Hıdır,"",Adalet ve Kalkınma Partisi,Muğla,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Yüksel Özden,"",Adalet ve Kalkınma Partisi,Muğla,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Ali Arslan,Ali Arslan (milletvekili),Cumhuriyet Halk Partisi,Muğla,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Gürol Ergin,"",Cumhuriyet Halk Partisi,Muğla,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Metin Ergün,"",Milliyetçi Hareket Partisi,Muğla,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Fevzi Topuz,"",Cumhuriyet Halk Partisi,Muğla,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Seracettin Karayağız,"",Adalet ve Kalkınma Partisi,Muş,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Medeni Yılmaz,"",Adalet ve Kalkınma Partisi,Muş,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Sırrı Sakık,Sırrı Sakık,Bağımsız,Muş,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mehmet Nuri Yaman,Mehmet Nuri Yaman,Bağımsız,Muş,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mahmut Dede,"",Adalet ve Kalkınma Partisi,Nevşehir,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Ahmet Erdal Feralan,Ahmet Erdal Feralan,Adalet ve Kalkınma Partisi,Nevşehir,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Rıtvan Köybaşı,Rıtvan Köybaşı,Adalet ve Kalkınma Partisi,Nevşehir,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
İsmail Göksel,"",Adalet ve Kalkınma Partisi,Niğde,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mümin İnan,Mümin İnan,Milliyetçi Hareket Partisi,Niğde,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Muharrem Selamoğlu,"",Adalet ve Kalkınma Partisi,Niğde,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mehmet Hilmi Güler,Mehmet Hilmi Güler,Adalet ve Kalkınma Partisi,Ordu,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Eyüp Fatsa,Eyüp Fatsa,Adalet ve Kalkınma Partisi,Ordu,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Enver Yılmaz,Enver Yılmaz (siyasetçi),Adalet ve Kalkınma Partisi,Ordu,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mustafa Hamarat,"",Adalet ve Kalkınma Partisi,Ordu,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Ayhan Yılmaz,"",Adalet ve Kalkınma Partisi,Ordu,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Rahmi Güner,Rahmi Güner,Cumhuriyet Halk Partisi,Ordu,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Rıdvan Yalçın,"",Milliyetçi Hareket Partisi,Ordu,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
İbrahim Mete Doğruer,"",Adalet ve Kalkınma Partisi,Osmaniye,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Durdu Mehmet Kastal,Durdu Mehmet Kastal,Adalet ve Kalkınma Partisi,Osmaniye,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Devlet Bahçeli,Devlet Bahçeli,Milliyetçi Hareket Partisi,Osmaniye,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Hakan Coşkun,"",Milliyetçi Hareket Partisi,Osmaniye,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Bayram Ali Bayramoğlu,Bayram Ali Bayramoğlu,Adalet ve Kalkınma Partisi,Rize,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Lütfi Çırakoğlu,Lütfi Çırakoğlu,Adalet ve Kalkınma Partisi,Rize,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Ahmet Mesut Yılmaz,Ahmet Mesut Yılmaz,Bağımsız,Rize,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Erol Aslan Cebeci,Erol Aslan Cebeci,Adalet ve Kalkınma Partisi,Sakarya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Hasan Ali Çelik,Hasan Ali Çelik,Adalet ve Kalkınma Partisi,Sakarya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Şaban Dişli,Şaban Dişli,Adalet ve Kalkınma Partisi,Sakarya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Münir Kutluata,Münir Kutluata,Milliyetçi Hareket Partisi,Sakarya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Ayhan Sefer Üstün,Ayhan Sefer Üstün,Adalet ve Kalkınma Partisi,Sakarya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Recep Yıldırım,Recep Yıldırım,Adalet ve Kalkınma Partisi,Sakarya,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mustafa Demir,"Mustafa Demir (siyasetçi, 1961)",Adalet ve Kalkınma Partisi,Samsun,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Suat Kılıç,Suat Kılıç,Adalet ve Kalkınma Partisi,Samsun,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Cemal Yılmaz Demir,Cemal Yılmaz Demir,Adalet ve Kalkınma Partisi,Samsun,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Fatih Öztürk,Fatih Öztürk (1972 doğumlu siyasetçi),Adalet ve Kalkınma Partisi,Samsun,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Birnur Şahinoğlu,"",Adalet ve Kalkınma Partisi,Samsun,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Ahmet Yeni,Ahmet Yeni,Adalet ve Kalkınma Partisi,Samsun,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Haluk Koç,Haluk Koç,Cumhuriyet Halk Partisi,Samsun,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Suat Binici,"",Cumhuriyet Halk Partisi,Samsun,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Osman Çakır,Osman Çakır (Sürmene doğumlu),Milliyetçi Hareket Partisi,Samsun,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Afif Demirkıran,Afif Demirkıran,Adalet ve Kalkınma Partisi,Siirt,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Memet Yılmaz Helvacıoğlu,"",Adalet ve Kalkınma Partisi,Siirt,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Osman Özçelik,"",Bağımsız,Siirt,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Abdurrahman Dodurgalı,Abdurrahman Dodurgalı,Adalet ve Kalkınma Partisi,Sinop,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Kadir Tıngıroğlu,Kadir Tıngıroğlu,Adalet ve Kalkınma Partisi,Sinop,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Engin Altay,Engin Altay,Cumhuriyet Halk Partisi,Sinop,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Hamza Yerlikaya,Hamza Yerlikaya,Adalet ve Kalkınma Partisi,Sivas,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Selami Uzun,Selami Uzun,Adalet ve Kalkınma Partisi,Sivas,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mehmet Mustafa Açıkalın,Mehmet Mustafa Açıkalın,Adalet ve Kalkınma Partisi,Sivas,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Osman Kılıç,"Osman Kılıç (siyasetçi, 1946)",Adalet ve Kalkınma Partisi,Sivas,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Malik Ecder Özdemir,Malik Ecder Özdemir,Cumhuriyet Halk Partisi,Sivas,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Muhsin Yazıcıoğlu,Muhsin Yazıcıoğlu,Bağımsız,Sivas,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Yahya Akman,Yahya Akman,Adalet ve Kalkınma Partisi,Şanlıurfa,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Ramazan Başak,"",Adalet ve Kalkınma Partisi,Şanlıurfa,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Seyit Eyyüpoğlu,Seyit Eyyüpoğlu,Adalet ve Kalkınma Partisi,Şanlıurfa,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Eyyüp Cenap Gülpınar,Eyyüp Cenap Gülpınar,Adalet ve Kalkınma Partisi,Şanlıurfa,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Zülfükar İzol,Zülfükar İzol,Adalet ve Kalkınma Partisi,Şanlıurfa,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Mustafa Kuş,Mustafa Kuş,Adalet ve Kalkınma Partisi,Şanlıurfa,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Abdulkadir Emin Önen,Abdulkadir Emin Önen,Adalet ve Kalkınma Partisi,Şanlıurfa,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Çağla Aktemur Özyavuz,Çağla Aktemur Özyavuz,Adalet ve Kalkınma Partisi,Şanlıurfa,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Abdurrahman Müfit Yetkin,"",Adalet ve Kalkınma Partisi,Şanlıurfa,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
İbrahim Binici,İbrahim Binici,Bağımsız,Şanlıurfa,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Sabahattin Cevheri,Sabahattin Cevheri,Bağımsız,Şanlıurfa,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Abdullah Veli Seyda,Abdullah Veli Seyda,Adalet ve Kalkınma Partisi,Şırnak,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
