id,name,type,group,area_id,area,gender,image,term,source
43,AKOUBACHE MOHAMED MESSAOUD,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:19,Setif,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/338.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/43-akoubache-mohamed-messaoud
44,ALI BELHADJ ABDUL RAFIA,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:46,Aïn Temouchent,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/340.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/44-ali-belhadj-abdul-rafia
45,ALILAT OMAR,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:6,Bejaia,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/341.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/45-alilat-omar
46,ALLALI LARBI,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:8,Bechar,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/339.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/46-allali-larbi
50,AMAROUCHE BELKACEM,International,FRONT DES FORCES SOCIALISTES,ocd-division/country:dz/zone:4,AMERIQUE - RESTE DU MONDE,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/343.jpg,7,http://www.apn.dz/fr/les-membres/deputes-international/50-amarouche-belkacem
51,AMIR MOHAMED,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:23,Annaba,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/24.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/51-amir-mohamed
365,AMMAR KHEMISTI,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:27,Mostaganem,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/219.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/365-khemisti-ammar
53,AMRANE LOMBAREK,National,FRONT DU CHANGEMENT,ocd-division/country:dz/wilayah:28,M'sila,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/345.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/53-amrane-lombarek
54,ANNANE BEN HALLEL,National,FRONT NATIONAL POUR LA JUSTICE SOCIALE,ocd-division/country:dz/wilayah:42,Tipaza,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/349.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/54-annane-ben-hallel
55,ARIB AMAR,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:15,Tizi ouzou,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/8.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/55-arib-amar
56,ARIBI AHCENE,National,FRONT POUR LA JUSTICE ET LE DEVELOPPEMENT (ADDALA),ocd-division/country:dz/wilayah:41,Souk Ahrass,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/330.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/56-aribi-ahcene
585,ARIF ABDELHALIM,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:31,Oran,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/477_1.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/585-arif-abdelhalim
60,ASKRI AHCENE,National,FRONT POUR LA JUSTICE ET LE DEVELOPPEMENT (ADDALA),ocd-division/country:dz/wilayah:36,El Taref,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/333.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/60-askri-ahcene
61,ATMANIA MOHAMED EL HADDI,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:12,Tebessa,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/326.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/61-atmania-mohamed-el-haddi
63,AZZI HADJ MOHAMMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:48,Relizane,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/332.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/63-azzi-hadj-mohammed
64,BABAALI MOHAMED,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:11,Tamanrasset,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/29.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/64-babaali-mohamed
68,BABOUZID SIDMOU,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:37,Tindouf,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/30.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/68-babouzid-sidmou
69,BADI TAYEB,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:8,Bechar,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/32.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/69-badi-tayeb
72,BALOUL KARIM,National,FRONT DES FORCES SOCIALISTES,ocd-division/country:dz/wilayah:16,Alger,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/62.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/72-baloul-karim
73,BARKAT BELKACEM,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:5,Batna,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/36.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/73-barkat-belkacem
76,BEDDA MAHDJOUB,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:26,Medea,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/34.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/76-bedda-mahdjoub
77,BEHILIL ABDELKADER,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:29,Mascara,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/102.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/77-behilil-abdelkader
93,BEKHECHI MOHAMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:13,Tlemcen,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/33.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/93-bekhechi-mohamed
579,BEKHEDDA ABBES,National,FRONT DU CHANGEMENT,ocd-division/country:dz/wilayah:32,El Baydh,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/471.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/579-bekhedda-abbes
94,BEKKAI MOHAMED,National,PARTI DES TRAVAILLEURS,ocd-division/country:dz/wilayah:16,Alger,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/46.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/94-bekkai-mohamed
95,BEKRAOUI ABDELKADER,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:1,Adrar,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/47.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/95-bekraoui-abdelkader
97,BELABBAS BELKACEM,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:48,Relizane,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/53.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/97-belabbas-belkacem
98,BELAIB MOHAMED TAHAR,National,ALLIANCE NATIONALE REPUBLICAINE,ocd-division/country:dz/wilayah:19,Setif,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/52.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/98-belaib-mohamed-tahar
100,BELARBI ABDELKADER,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:48,Relizane,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/55.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/100-belarbi-abdelkader
99,BELARBI BENABDELLAH,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:31,Oran,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/54.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/99-belarbi-benabdellah
103,BELATTAR MOHAMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:43,Mila,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/56.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/103-belattar-mohamed
104,BELGACEM CHABANE,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:15,Tizi ouzou,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/58.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/104-belgacem-chabane
105,BELHATEM DJALLEL,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:4,Oum bouaghi,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/50.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/105-belhatem-djallel
106,BELKAID ABDELAZIZ,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:2,Chlef,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/60.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/106-belkaid-abdelaziz
109,BELLAMINE MOHAMED,National,FRONT NATIONAL POUR LA JUSTICE SOCIALE,ocd-division/country:dz/wilayah:11,Tamanrasset,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/48.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/109-bellamine-mohamed
110,BELMEDDAH NOREDDINE,International,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/zone:4,AMERIQUE - RESTE DU MONDE,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/61.jpg,7,http://www.apn.dz/fr/les-membres/deputes-international/110-belmeddah-noreddine
112,BEN OUMHANI ABDENNACER,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:28,M'sila,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/67.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/112-ben-oumhani-abdennacer
582,BENAHMED ABDELMADJID,National,FRONT NATIONAL ALGERIEN,ocd-division/country:dz/wilayah:5,Batna,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/474_1.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/582-benahmed-abdelmadjid
115,BENAISSA AHMED,National,FRONT NATIONAL ALGERIEN,ocd-division/country:dz/wilayah:44,Aïn Defla,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/90.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/115-benaissa-ahmed
116,BENAMAR BELKACEM,National,FRONT DES FORCES SOCIALISTES,ocd-division/country:dz/wilayah:35,Boumerdes,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/39.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/116-benamar-belkacem
117,BENAMIROUCHE BELKACEM,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:42,Tipaza,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/87.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/117-benamirouche-belkacem
118,BENATIA KADA,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:31,Oran,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/86.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/118-benatia-kada
120,BENAYECHE MOUSSA,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:18,Jijel,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/89.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/120-benayeche-moussa
578,BENAZZA MOHAMED AMINE,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:22,Sidi Bel Abbes,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/470.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/578-benazza-mohamed-amine
123,BENCHEIKH ALI,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:24,Guelma,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/64.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/123-bencheikh-ali
124,BENDAHMANE HAMIDI,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:27,Mostaganem,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/78.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/124-bendahmane-hamidi
127,BENDOUKHA BENAMAR,National,MOUVEMENT POPULAIRE ALGERIEN,ocd-division/country:dz/wilayah:29,Mascara,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/79.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/127-bendoukha-benamar
128,BENFERHAT ABDERAHMANE,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:39,El Oued,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/91.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/128-benferhat-abderahmane
129,BENGUERNOUS KARIM,National,PARTI DES JEUNES,ocd-division/country:dz/wilayah:26,Medea,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/93.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/129-benguernous-karim
131,BENHADDAD MOHAMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:26,Medea,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/74.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/131-benhaddad-mohamed
592,BENHAMADI MOUSSA,Députés nommés au gouvernement,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:34,Bordj Bou Arreridj,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/75.jpg,7,http://www.apn.dz/fr/les-membres/deputes-nommes-au-gouvernement/592-benhamadi-moussa
133,BENINE YAHIA,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:39,El Oued,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/100.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/133-benine-yahia
134,BENKACIMI MOHAMMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:13,Tlemcen,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/9430.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/134-benkacimi-mohammed
136,BENKHALLEF LAKHDAR,National,FRONT POUR LA JUSTICE ET LE DEVELOPPEMENT (ADDALA),ocd-division/country:dz/wilayah:25,Constantine,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/77.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/136-benkhallef-lakhdar
138,BENMAHDI NOREDDINE,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:46,Aïn Temouchent,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/99.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/138-benmahdi-noreddine
139,BENMAKHLOUF MOHAMED KAMEL,Députés décédés,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:42,Tipaza,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/96.jpg,7,http://www.apn.dz/fr/les-membres/deputes-decedes/139-benmakhlouf-mohamed-kamel
140,BENMEDDAH AHMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:20,Saida,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/97.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/140-benmeddah-ahmed
141,BENMERABET FOUAD,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:21,Skikda,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/98.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/141-benmerabet-fouad
144,BENSALEM BELKACEM,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:36,El Taref,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/82.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/144-bensalem-belkacem
145,BENTAHAR MOHAMED SEGHIR,Députés décédés,PARTI ENNOUR EL DJAZAIRI,ocd-division/country:dz/wilayah:40,Khenchla,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/65.jpg,7,http://www.apn.dz/fr/les-membres/deputes-decedes/145-bentahar-mohamed-seghir
149,BERKAINE NOURDINE,National,FRONT DES FORCES SOCIALISTES,ocd-division/country:dz/wilayah:15,Tizi ouzou,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/37.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/149-berkaine-nourdine
151,BESSALAH AHMED,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:10,Bouira,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/43.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/151-bessalah-ahmed
152,BETATACHE AHMED,National,FRONT DES FORCES SOCIALISTES,ocd-division/country:dz/wilayah:10,Bouira,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/38.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/152-betatache-ahmed
154,BIBI MOHAMMED LAID,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:28,M'sila,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/9523.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/154-bibi-mohammed-laid
155,BOUABDALLAH ABDELWAHID,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:16,Alger,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/146.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/155-bouabdallah-abdelwahid
156,BOUABDALLAH MOHAMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:42,Tipaza,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/147.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/156-bouabdallah-mohamed
157,BOUAICHE CHAFAA,National,FRONT DES FORCES SOCIALISTES,ocd-division/country:dz/wilayah:6,Bejaia,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/9524.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/157-bouaiche-chafaa
158,BOUALGA KADA,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:14,Tiaret,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/9526.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/158-boualga-kada
159,BOUAZA DJILALI,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:14,Tiaret,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/149.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/159-bouaza-djilali
160,BOUAZZA MOHAMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:30,Ouargla,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/150.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/160-bouazza-mohamed
162,BOUBEKEUR MOHAMED,National,FRONT NATIONAL POUR LA JUSTICE SOCIALE,ocd-division/country:dz/wilayah:8,Bechar,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/104.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/162-boubekeur-mohamed
163,BOUCENNA ABDELHAMID,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:7,Biskra,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/138.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/163-boucenna-abdelhamid
164,BOUCETTA NOUREDDINE,National,AHD 54,ocd-division/country:dz/wilayah:20,Saida,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/135.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/164-boucetta-noureddine
165,BOUCHACHE EL HANI,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:43,Mila,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/140.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/165-bouchache-el-hani
166,BOUCHACHI MOSTEFA,Députés démissionnaires,FRONT DES FORCES SOCIALISTES,ocd-division/country:dz/wilayah:16,Alger,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/141.jpg,7,http://www.apn.dz/fr/les-membres/deputes-demissionnaires/166-bouchachi-mostefa
167,BOUCHAREB MAAD,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:19,Setif,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/139.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/167-bouchareb-maad
169,BOUCHOUAREB ABDESSELAM,Députés nommés au gouvernement,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:16,Alger,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/142.jpg,7,http://www.apn.dz/fr/les-membres/deputes-nommes-au-gouvernement/169-bouchouareb-abdesselam
172,BOUDEBOUZ GHANI,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:16,Alger,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/118.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/172-boudebouz-ghani
173,BOUDIAB NOUREDDINE,National,FRONT NATIONAL ALGERIEN,ocd-division/country:dz/wilayah:18,Jijel,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/120.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/173-boudiab-noureddine
175,BOUDJELAL OMAR,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:9,Blida,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/105.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/175-boudjelal-omar
177,BOUDJEMLINE MOSTEFA,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:7,Biskra,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/108.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/177-boudjemline-mostefa
180,BOUDRICI MOHAMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:26,Medea,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/119.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/180-boudrici-mohamed
181,BOUFANARA MOHAMED,National,PARTI DES TRAVAILLEURS,ocd-division/country:dz/wilayah:25,Constantine,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/9528.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/181-boufanara-mohamed
184,BOUGUETOUTA MOKHTAR,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:14,Tiaret,Homme,http://www.apn.dz/fr/media/com_mtree/images/listings/s/9530.jpg,7,http://www.apn.dz/fr/les-membres/deputes-national/184-bouguetouta-mokhtar
