id,name,term,source,gender,birth_place,birth_date,party,faction,religion
185,بيستون عادل ويس احمد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=185,male,كركوك,1973,يةكيَتى نيشتمانى كوردستان \\\\ الاتحاد الوطني الكوردستاني,يه كيتي نيشتماني كوردستان \\\\\\\\الاتحاد الوطني الكوردستاني,مسلم
93,حيدر مطلك عبدالصاحب محمد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=93,male,بغداد,1973,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
107,حسن خضير عباس حسين,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=107,male,بغداد,1965,مجلس العموم الوطني العراقي,ائتلاف الوطنية,مسلم
108,عبدالكريم محمد عبدالكريم عبدالقادر,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=108,male,بغداد,1983,تجمع الوحدة العراقية,ائتلاف الوطنية,مسلم
109,كاظم عطية كاظم كعيد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=109,male,بغداد,1971,الوطنية,ائتلاف الوطنية,مسلم
110,احمد اسماعيل ابراھيم عبدلله,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=110,male,بغداد,1970,الوطنية,ائتلاف الوطنية,مسلم
111,صباح عبدالرسول عبدالرضا رشيد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=111,female,بغداد,1973,قائمه القرار الوطني,ائتلاف الوطنية,مسلم
112,عبدالكريم علي عبطان دھش,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=112,male,بغداد,1959,حركة السلم والتنمية/حسم,ائتلاف الوطنية,مسلم
113,ميسون سالم فاروق سعيد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=113,female,بغداد,1961,الوطنية,ائتلاف الوطنية,مسلم
114,زيتون حسين مراد حمادي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=114,female,بغداد,1955,مجلس العموم الوطني العراقي,ائتلاف الوطنية,مسلم
106,محمود داود سلمان موسى,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=106,male,بغداد,1948,الوطنية,ائتلاف الوطنية,مسلم
104,ھناء تركي عبد حسن,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=104,female,بغداد,1961,كتلة مستقلون,ائتلاف دولة القانون,مسلم
94,حيدر حسن جليل رحيم,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=94,male,بغداد,1966,كتلة مستقلون,ائتلاف دولة القانون,مسلم
95,عبدالحسين معلاك مجھول,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=95,male,بغداد,1960,منظمة بدر,ائتلاف دولة القانون,مسلم
96,عمار كاظم عبيد الشبلي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=96,male,بغداد,1969,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
97,عالية نصيف جاسم عزيز,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=97,female,بغداد,1963,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
98,احمد سليم عبدالرحمن علي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=98,male,بغداد,1979,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
100,زينب عارف عبدالحسين البصري,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=100,female,بغداد,1965,حزب الدعوة الاسلامية,ائتلاف دولة القانون,مسلم
101,سميرة جعفر علي محمد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=101,female,بغداد,1952,كتلة مستقلون,ائتلاف دولة القانون,مسلم
103,ايمان رشيد حميد عيسى,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=103,female,بغداد,1962,منظمة بدر,ائتلاف دولة القانون,مسلم
116,حاكم عباس موسى عباس,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=116,male,بغداد,1965,كتلة الاحرار,ائتلاف الاحرار,مسلم
117,ھاني موسى بدر حميدي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=117,male,بغداد,1966,كتلة الاحرار,ائتلاف الاحرار,مسلم
118,جمعة ديوان سلطان علام,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=118,male,بغداد,1975,كتلة الاحرار,ائتلاف الاحرار,مسلم
130,رياض غالي مفتن راضي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=130,male,بغداد,1971,تيار النخب,ائتلاف الاحرار,مسلم
131,ضياء نجم عبدلله احمد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=131,male,بغداد,1969,تيار النخب,ائتلاف الاحرار,مسلم
132,ماجدة عبداللطيف محمد علي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=132,female,بغداد,1960,تيار النخب,ائتلاف الاحرار,مسلم
133,مثال جمال حسين احمد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=133,male,بغداد,1953,التيار الديمقراطي,التحالف المدني الديمقراطي,مسلم
134,فائق دعبول عبدلله الشيخ علي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=134,male,بغداد,1963,حزب الشعب,التحالف المدني الديمقراطي,مسلم
135,شروق توفيق عبدالحميد جاسم,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=135,female,بغداد,1958,التيار الديمقراطي,التحالف المدني الديمقراطي,مسلم
137,ميثاق عبدالكاظم ھيل رھيف,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=137,male,بغداد,1978,تجمع الشراكة الوطنية,ائتلاف الاحرار,مسلم
138,مھدي احمد حافظ,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=138,male,بغداد,1937,تيار الغد الجديد,أئتلاف العراق,مسلم
129,عائشة غزال مھدي مضعن,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=129,female,بغداد,1971,التجمع المدني للإصلاح (عمل),متحدون للاصلاح,مسلم
128,طلال خضير عباس كعيد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=128,male,بغداد,1969,الحركة الوطنية للاصلاح والتنمية ( الحل ),متحدون للاصلاح,مسلم
119,زينب عبد علي جريد,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=119,female,بغداد,1970,كتلة الاحرار,ائتلاف الاحرار,مسلم
120,ختام كريم عبدالرحمن علك,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=120,female,بغداد,1977,كتلة الاحرار,ائتلاف الاحرار,مسلم
122,احمد عبدالھادي عبدالحسين الجلبي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=122,male,بغداد,1944,المؤتمر الوطني العراقي,ائتلاف المواطن,مسلم
123,ھمام باقر عبدالمجيد حمودي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=123,male,بغداد,1952,المجلس الاعلى الاسلامي العراقي,ائتلاف المواطن,مسلم
124,ابراھيم محمد علي بحرالعلوم,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=124,male,بغداد,1954,المواطن,ائتلاف المواطن,مسلم
125,احلام سالم ثجيل علي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=125,female,بغداد,1963,المجلس الاعلى الاسلامي العراقي,ائتلاف المواطن,مسلم
126,احمد عبد حمادي شاوش,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=126,male,بغداد,1968,حركة حماة العراق (حق),متحدون للاصلاح,مسلم
127,ظافر ناظم سلمان محمود,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=127,male,بغداد,1958,للعراق متحدون,متحدون للاصلاح,مسلم
139,يحيى احمد فرج حمادي,2014,http://www.miqpm.com/new/Memberships_Details.php?ID=139,male,بغداد,1960,وطني اولاً,أئتلاف العراق,مسلم
