id,name,sort_name,honorific_prefix,group,start_date,birth_date,source,twitter,facebook,website,term
713,IVANBAUER,IVAN Dr BAUER,Dr,,2014-04-16,1967,http://www.parlament.gov.rs/IVAN_BAUER+.713.488.html,http://twitter.com/bauerivan,http://www.facebook.com/ivan.bauer.127,,10
679,IGOR MA BECIC,IGOR MA BECIC,"",,2014-04-16,1971,http://www.parlament.gov.rs/IGOR_BECIC+.679.488.html,,,,10
730,NEBOJSA BERIC,NEBOJSA BERIC,"",,2014-04-16,1972,http://www.parlament.gov.rs/NEBOJSA_BERIC.730.488.html,,,,10
810,LjILjANABERONjA,LjILjANA Dr BERONjA,Dr,,2014-04-16,1959,http://www.parlament.gov.rs/LjILjANA_BERONjA.810.488.html,,,,10
766,VESNA Prof.BESAROVIC,VESNA Prof. Dr BESAROVIC,Dr,,2014-04-16,1946,http://www.parlament.gov.rs/VESNA_BESAROVIC.766.488.html,,,,10
758,MILENA BICANIN,MILENA BICANIN,"",,2014-04-16,1964,http://www.parlament.gov.rs/MILENA_BICANIN.758.488.html,,,,10
795,BOBANBIRMANCEVIC,BOBAN Dr BIRMANCEVIC,Dr,,2014-04-16,1969,http://www.parlament.gov.rs/BOBAN_BIRMANCEVIC.795.488.html,,,,10
23,BRANISLAVBLAZIC,BRANISLAV Dr BLAZIC,Dr,,2014-04-16,1957,http://www.parlament.gov.rs/BRANISLAV_BLAZIC+.23.488.html,,,,10
782,ZARKO BOGATINOVIC,ZARKO BOGATINOVIC,"",,2014-04-16,1964,http://www.parlament.gov.rs/ZARKO_BOGATINOVIC.782.488.html,,,,10
250,GORAN BOGDANOVIC,GORAN BOGDANOVIC,"",,2014-04-16,1963,http://www.parlament.gov.rs/GORAN_BOGDANOVIC.250.488.html,,,,10
624,ZORAN BOJANIC,ZORAN BOJANIC,"",,2014-04-16,1959,http://www.parlament.gov.rs/ZORAN_BOJANIC.624.488.html,,http://www.facebook.com/zoranboj89,,10
784,BRANKA BOSNjAK,BRANKA BOSNjAK,"",,2014-04-16,1956,http://www.parlament.gov.rs/BRANKA_BOSNjAK.784.488.html,,,,10
559,BALSA BOZOVIC,BALSA BOZOVIC,"",,2014-04-16,1983,http://www.parlament.gov.rs/BALSA_BOZOVIC.559.488.html,,,,10
849,BLAGOJEBRADIC,BLAGOJE Dr BRADIC,Dr,,2014-04-16,1955,http://www.parlament.gov.rs/BLAGOJE_BRADIC.849.488.html,,,,10
880,DJORDJE CABARKAPA,DJORDJE CABARKAPA,"",,2014-07-31,1980,http://www.parlament.gov.rs/DJORDJE_CABARKAPA.880.488.html,,,,10
516,NENAD CANAK,NENAD CANAK,"",,2014-04-16,1959,http://www.parlament.gov.rs/NENAD_CANAK.516.488.html,,,,10
868,DEJAN MA CAPO,DEJAN MA CAPO,"",,2014-05-10,1978,http://www.parlament.gov.rs/DEJAN_CAPO.868.488.html,,,,10
494,MIRKO CIKIRIZ,MIRKO CIKIRIZ,"",,2014-04-16,1963,http://www.parlament.gov.rs/MIRKO_CIKIRIZ.494.488.html,http://www.twitter.com/CikirizSPO,http://www.facebook.com/mirko.cikiriz,,10
853,GORAN CIRIC,GORAN CIRIC,"",,2014-04-16,1960,http://www.parlament.gov.rs/GORAN_CIRIC.853.488.html,,,,10
496,MOMO COLAKOVIC,MOMO COLAKOVIC,"",,2014-04-16,1940,http://www.parlament.gov.rs/MOMO_COLAKOVIC.496.488.html,,,,10
149,GORDANA COMIC,GORDANA COMIC,"",,2014-04-16,1958,http://www.parlament.gov.rs/GORDANA_COMIC.149.488.html,http://www.twitter.com/gordanacom,http://www.facebook.com/profile.php?id=1002511807,http://www.womenforfuture.blogspot.com,10
836,MILENA CORILIC,MILENA CORILIC,"",,2014-04-16,1944,http://www.parlament.gov.rs/MILENA_CORILIC.836.488.html,,,,10
852,AIDA COROVIC,AIDA COROVIC,"",,2014-04-16,1961,http://www.parlament.gov.rs/AIDA_COROVIC.852.488.html,,,,10
497,ALEKSANDAR COTRIC,ALEKSANDAR COTRIC,"",,2014-04-16,1966,http://www.parlament.gov.rs/ALEKSANDAR_COTRIC.497.488.html,,http://www.Facebook.com/aleksandar.cotric.1,http://www.cotric.com ,10
864,MILORAD CVETANOVIC,MILORAD CVETANOVIC,"",,2014-04-16,1962,http://www.parlament.gov.rs/MILORAD_CVETANOVIC.864.488.html,,,,10
861,SABINA DAZDAREVIC,SABINA DAZDAREVIC,"",,2014-04-16,1982,http://www.parlament.gov.rs/SABINA_DAZDAREVIC.861.488.html,,,,10
820,VLADICA DIMITROV,VLADICA DIMITROV,"",,2014-04-16,1974,http://www.parlament.gov.rs/VLADICA_DIMITROV.820.488.html,,,,10
632,IVANA DINIC,IVANA DINIC,"",,2014-04-16,1985,http://www.parlament.gov.rs/IVANA_DINIC.632.488.html,,,,10
430,ZLATA DJERIC,ZLATA DJERIC,"",,2014-04-16,1958,http://www.parlament.gov.rs/ZLATA_DJERIC.430.488.html,,,,10
814,MIRJANA DJOKOVIC,MIRJANA DJOKOVIC,"",,2014-04-16,1966,http://www.parlament.gov.rs/MIRJANA_DJOKOVIC.814.488.html,,http://www.facebook.com/mirjana.djokovic.129,,10
757,VLADIMIR DJUKANOVIC,VLADIMIR DJUKANOVIC,"",,2014-04-16,1979,http://www.parlament.gov.rs/VLADIMIR_DJUKANOVIC.757.488.html,http://www.twitter.com/djuka_sns,http://www.facebook.com/vladimir.djukanovic.5,,10
431,SLAVICA Prof.DJUKIC DEJANOVIC,SLAVICA Prof. Dr DJUKIC DEJANOVIC,Dr,,2014-04-16,1951,http://www.parlament.gov.rs/SLAVICA_DJUKIC+DEJANOVIC+.431.488.html,,,,10
822,MILAN DJURICA,MILAN DJURICA,"",,2014-04-16,1967,http://www.parlament.gov.rs/MILAN_DJURICA.822.488.html,,,,10
398,MARKO DJURISIC,MARKO DJURISIC,"",,2014-04-16,1968,http://www.parlament.gov.rs/MARKO_DJURISIC.398.488.html,,,,10
787,ZIVAN DJURISIC,ZIVAN DJURISIC,"",,2014-04-16,1947,http://www.parlament.gov.rs/ZIVAN_DJURISIC.787.488.html,,,,10
604,ALEKSANDRA DJUROVIC,ALEKSANDRA DJUROVIC,"",,2014-04-16,1976,http://www.parlament.gov.rs/ALEKSANDRA_DJUROVIC.604.488.html,,,,10
756,BRANKO prof.DJUROVIC,BRANKO prof. Dr DJUROVIC,Dr,,2014-04-16,1957,http://www.parlament.gov.rs/BRANKO_DJUROVIC.756.488.html,,,,10
635,MIRJANA DRAGAS,MIRJANA DRAGAS,"",,2014-05-10,1950,http://www.parlament.gov.rs/MIRJANA+_DRAGAS.635.488.html,,,,10
748,SRDJAN DRAGOJEVIC,SRDJAN DRAGOJEVIC,"",,2014-04-16,1963,http://www.parlament.gov.rs/SRDJAN_DRAGOJEVIC.748.488.html,,,,10
619,MILOVAN DRECUN,MILOVAN DRECUN,"",,2014-04-16,1957,http://www.parlament.gov.rs/MILOVAN_DRECUN+.619.488.html,,,,10
885,ANA FILIPOVIC,ANA FILIPOVIC,"",,2014-11-08,1980,http://www.parlament.gov.rs/ANA_FILIPOVIC.885.488.html,,,,10
595,DUBRAVKA FILIPOVSKI,DUBRAVKA FILIPOVSKI,"",,2014-04-16,1967,http://www.parlament.gov.rs/DUBRAVKA_FILIPOVSKI.595.488.html,,,,10
490,ÁRPÁD FREMOND,ÁRPÁD FREMOND,"",,2014-04-16,1981,http://www.parlament.gov.rs/%C3%81RP%C3%81D_FREMOND.490.488.html,,http://www.facebook.com/arpad.fremond,,10
719,NINOSLAVGIRIC,NINOSLAV Dr GIRIC,Dr,,2014-04-16,1955,http://www.parlament.gov.rs/NINOSLAV_GIRIC.719.488.html,,,,10
658,MAJA GOJKOVIC,MAJA GOJKOVIC,"",,2014-04-16,1963,http://www.parlament.gov.rs/MAJA_GOJKOVIC.658.488.html,,,,10
428,ZIKA GOJKOVIC,ZIKA GOJKOVIC,"",,2014-04-16,1972,http://www.parlament.gov.rs/ZIKA_GOJKOVIC.428.488.html,,http://www.facebook.com/gojkoviczika,,10
296,MLADEN GRUJIC,MLADEN GRUJIC,"",,2014-04-16,1966,http://www.parlament.gov.rs/MLADEN_GRUJIC.296.488.html,,,,10
764,SLOBODANGVOZDENOVIC,SLOBODAN Dr GVOZDENOVIC,Dr,,2014-04-16,1965,http://www.parlament.gov.rs/SLOBODAN_GVOZDENOVIC.764.488.html,,,,10
259,RIZA HALIMI,RIZA HALIMI,"",,2014-04-16,1947,http://www.parlament.gov.rs/RIZA_HALIMI.259.488.html,,,,10
257,BILjANA HASANOVIC KORAC,BILjANA HASANOVIC KORAC,"",,2014-04-16,1955,http://www.parlament.gov.rs/BILjANA_HASANOVIC++KORAC.257.488.html,,,,10
567,SLOBODAN HOMEN,SLOBODAN HOMEN,"",,2014-06-05,1972,http://www.parlament.gov.rs/SLOBODAN_HOMEN.567.488.html,,,,10
621,BILJANA ILIC STOSIC,BILJANA ILIC STOSIC,"",,2014-04-16,1964,http://www.parlament.gov.rs/BILJANA_ILIC++STOSIC.621.488.html,,,,10
703,ENIS IMAMOVIC,ENIS IMAMOVIC,"",,2014-04-16,1984,http://www.parlament.gov.rs/ENIS_IMAMOVIC.703.488.html,http://twitter.com/EnisImamovic,http://facebook.com/enis.imamovic,,10
763,OBRADISAILOVIC,OBRAD Dr ISAILOVIC,Dr,,2014-04-16,1950,http://www.parlament.gov.rs/OBRAD_ISAILOVIC.763.488.html,,,,10
881,BRANKA JANKOVIC,BRANKA JANKOVIC,"",,2014-10-03,1964,http://www.parlament.gov.rs/BRANKA_JANKOVIC.881.488.html,,,,10
878,DUSAN JANKOVIC,DUSAN JANKOVIC,"",,2014-06-27,1954,http://www.parlament.gov.rs/DUSAN_JANKOVIC.878.488.html,,,,10
336,ALEKSANDRA MA JERKOV,ALEKSANDRA MA JERKOV,"",,2014-04-26,1982,http://www.parlament.gov.rs/ALEKSANDRA_JERKOV.336.488.html,,,,10
841,MARIJA JEVDJIĆ,MARIJA JEVDJIĆ,"",,2014-04-16,1981,http://www.parlament.gov.rs/MARIJA_JEVDJI%C4%86.841.488.html,,,,10
869,IVICA JEVTIC,IVICA JEVTIC,"",,2014-05-10,1960,http://www.parlament.gov.rs/IVICA_JEVTIC.869.488.html,,,,10
802,JOVICA JEVTIC,JOVICA JEVTIC,"",,2014-04-16,1975,http://www.parlament.gov.rs/JOVICA_JEVTIC.802.488.html,,,,10
707,MILANKA JEVTOVIC VUKOJICIC,MILANKA JEVTOVIC VUKOJICIC,"",,2014-04-16,1960,http://www.parlament.gov.rs/MILANKA_JEVTOVIC+VUKOJICIC.707.488.html,,,,10
792,NIKOLA JOLOVIC,NIKOLA JOLOVIC,"",,2014-04-16,1977,http://www.parlament.gov.rs/NIKOLA_JOLOVIC.792.488.html,,,,10
438,DRAGAN JOVANOVIC,DRAGAN JOVANOVIC,"",,2014-04-16,1972,http://www.parlament.gov.rs/DRAGAN+_JOVANOVIC.438.488.html,,,,10
340,IVAN JOVANOVIC,IVAN JOVANOVIC,"",,2014-10-27,1977,http://www.parlament.gov.rs/IVAN_JOVANOVIC.340.488.html,http://www.twitter.com/IvoJovanovic,http://www.facebook.com/ds.ivanjovanovic,,10
856,JOVANA JOVANOVIC,JOVANA JOVANOVIC,"",,2014-04-16,1988,http://www.parlament.gov.rs/JOVANA_JOVANOVIC.856.488.html,http://www.twitter.com/jjovanoviceva,http://www.facebook.com/jovana.j88,,10
651,NEDJO JOVANOVIC,NEDJO JOVANOVIC,"",,2014-05-10,1962,http://www.parlament.gov.rs/NEDJO_JOVANOVIC.651.488.html,,,,10
60,RADOSLAVJOVIC,RADOSLAV Dr JOVIC,Dr,,2014-04-16,1957,http://www.parlament.gov.rs/RADOSLAV_JOVIC+.60.488.html,,,,10
755,ALEKSANDAR JOVICIC,ALEKSANDAR JOVICIC,"",,2014-04-16,1987,http://www.parlament.gov.rs/ALEKSANDAR_JOVICIC.755.488.html,,,,10
823,ZORAN JOZIC,ZORAN JOZIC,"",,2014-04-16,1969,http://www.parlament.gov.rs/ZORAN_JOZIC.823.488.html,,http://www.facebook.com/zoran.jozic.94,,10
440,ALEKSANDAR JUGOVIC,ALEKSANDAR JUGOVIC,"",,2014-04-16,1975,http://www.parlament.gov.rs/ALEKSANDAR_JUGOVIC.440.488.html,,,,10
863,SAIP KAMBERI,SAIP KAMBERI,"",,2014-04-16,1964,http://www.parlament.gov.rs/SAIP_KAMBERI.863.488.html,,,,10
441,BRANKA KARAVIDIC,BRANKA KARAVIDIC,"",,2014-04-16,1958,http://www.parlament.gov.rs/BRANKA_KARAVIDIC.441.488.html,,,,10
609,DRAGOMIR KARIC,DRAGOMIR KARIC,"",,2014-04-16,1949,http://www.parlament.gov.rs/DRAGOMIR_KARIC+.609.488.html,http://www.twitter.com/dragomirkaric,http://www.facebook.com/dragomir.karic,,10
572,IVAN KARIC,IVAN KARIC,"",,2014-04-16,1975,http://www.parlament.gov.rs/IVAN_KARIC.572.488.html,http://www.twitter.com/ZeleniPoslanik,http://www.facebook.com/ivan.karic.773,,10
591,MILANKA KARIC,MILANKA KARIC,"",,2014-04-16,1957,http://www.parlament.gov.rs/MILANKA_KARIC.591.488.html,http://www.twitter.com/milankakaric,http://www.facebook.com/milanka.karic,,10
684,MILAN Prof.KNEZEVIC,MILAN Prof. Dr KNEZEVIC,Dr,,2014-04-16,1952,http://www.parlament.gov.rs/MILAN_KNEZEVIC+.684.488.html,,,,10
839,MILAN KORAC,MILAN KORAC,"",,2014-04-16,1929,http://www.parlament.gov.rs/MILAN_KORAC.839.488.html,,,,10
638,DJORDJE KOSANIC,DJORDJE KOSANIC,"",,2014-04-16,1967,http://www.parlament.gov.rs/DJORDJE_KOSANIC.638.488.html,,,,10
786,LjILjANA KOSORIC,LjILjANA KOSORIC,"",,2014-04-16,1957,http://www.parlament.gov.rs/LjILjANA_KOSORIC.786.488.html,,,,10
736,RADMILO KOSTIC,RADMILO KOSTIC,"",,2014-04-16,1971,http://www.parlament.gov.rs/RADMILO_KOSTIC.736.488.html,,,,10
443,BOJAN KOSTRES,BOJAN KOSTRES,"",,2014-04-16,1974,http://www.parlament.gov.rs/BOJAN_KOSTRES.443.488.html,,,,10
723,BORISAV KOVACEVIC,BORISAV KOVACEVIC,"",,2014-04-16,1943,http://www.parlament.gov.rs/BORISAV_KOVACEVIC.723.488.html,,,,10
803,DEJAN KOVACEVIC,DEJAN KOVACEVIC,"",,2014-04-16,1979,http://www.parlament.gov.rs/DEJAN_KOVACEVIC.803.488.html,,,,10
760,GORAN KOVACEVIC,GORAN KOVACEVIC,"",,2014-04-16,1970,http://www.parlament.gov.rs/GORAN_KOVACEVIC.760.488.html,,,,10
709,MILAN KOVACEVIC,MILAN KOVACEVIC,"",,2014-04-16,1962,http://www.parlament.gov.rs/MILAN_KOVACEVIC.709.488.html,,,,10
409,ELVIRA KOVÁCS,ELVIRA KOVÁCS,"",,2014-04-16,1982,http://www.parlament.gov.rs/ELVIRA_KOV%C3%81CS.409.488.html,,,,10
631,MILAN KRKOBABIC,MILAN KRKOBABIC,"",,2014-04-16,1952,http://www.parlament.gov.rs/MILAN_KRKOBABIC.631.488.html,,,,10
762,MIRKO KRLIC,MIRKO KRLIC,"",,2014-04-16,1955,http://www.parlament.gov.rs/MIRKO_KRLIC.762.488.html,,,,10
835,SRDJAN KRUZEVIC,SRDJAN KRUZEVIC,"",,2014-04-16,1977,http://www.parlament.gov.rs/SRDJAN_KRUZEVIC.835.488.html,,,,10
807,LjIBUSKA LAKATOS,LjIBUSKA LAKATOS,"",,2014-04-16,1972,http://www.parlament.gov.rs/LjIBUSKA_LAKATOS.807.488.html,,,,10
780,DARKO MD - PhD LAKETIC,DARKO MD - PhD LAKETIC,"",,2014-04-16,1975,http://www.parlament.gov.rs/DARKO_LAKETIC.780.488.html,,,,10
838,MILANLATKOVIC,MILAN Dr LATKOVIC,Dr,,2014-04-16,1949,http://www.parlament.gov.rs/MILAN_LATKOVIC.838.488.html,,http://www.facebook.com/milan.latkovic.10,,10
850,NADA LAZIC,NADA LAZIC,"",,2014-04-16,1950,http://www.parlament.gov.rs/NADA_LAZIC.850.488.html,,,,10
596,MIODRAG LINTA,MIODRAG LINTA,"",,2014-04-16,1969,http://www.parlament.gov.rs/MIODRAG_LINTA.596.488.html,http://www.twitter.com/MiodragLinta,,,10
813,MLADEN LUKIC,MLADEN LUKIC,"",,2014-04-16,1977,http://www.parlament.gov.rs/MLADEN_LUKIC.813.488.html,,,,10
830,VIOLETA LUTOVAC,VIOLETA LUTOVAC,"",,2014-04-16,1986,http://www.parlament.gov.rs/VIOLETA_LUTOVAC.830.488.html,,http://www.facebook.com/lutovac,,10
687,SASA MAKSIMOVIC,SASA MAKSIMOVIC,"",,2014-04-16,1976,http://www.parlament.gov.rs/SASA_MAKSIMOVIC.687.488.html,,,,10
845,SINISA MAKSIMOVIC,SINISA MAKSIMOVIC,"",,2014-04-16,1959,http://www.parlament.gov.rs/SINISA_MAKSIMOVIC.845.488.html,,,,10
774,ALEKSANDRA MALETIC,ALEKSANDRA MALETIC,"",,2014-04-16,1982,http://www.parlament.gov.rs/ALEKSANDRA_MALETIC.774.488.html,,,,10
555,SNEZANA MALOVIC,SNEZANA MALOVIC,"",,2014-04-16,1976,http://www.parlament.gov.rs/SNEZANA_MALOVIC.555.488.html,,,,10
771,LjILjANA MALUSIC,LjILjANA MALUSIC,"",,2014-04-16,1958,http://www.parlament.gov.rs/LjILjANA_MALUSIC.771.488.html,,,,10
834,MARJANA MARAS,MARJANA MARAS,"",,2014-04-16,1970,http://www.parlament.gov.rs/MARJANA_MARAS.834.488.html,,,,10
886,GORJANA MARINKOVIC,GORJANA MARINKOVIC,"",,2014-12-17,1990,http://www.parlament.gov.rs/GORJANA_MARINKOVIC.886.488.html,,,,10
571,VLADIMIR Prof.MARINKOVIC,VLADIMIR Prof. Dr MARINKOVIC,Dr,,2014-04-16,1976,http://www.parlament.gov.rs/VLADIMIR_MARINKOVIC+.571.488.html,http://www.twitter.com/vmarinkovic99,,,10
623,MIRJANA MARJANOVIC,MIRJANA MARJANOVIC,"",,2014-04-16,1979,http://www.parlament.gov.rs/MIRJANA_MARJANOVIC.623.488.html,,,,10
378,VESNA MARJANOVIC,VESNA MARJANOVIC,"",,2014-04-16,1969,http://www.parlament.gov.rs/VESNA_MARJANOVIC+.378.488.html,,,,10
79,MIROSLAV MARKICEVIC,MIROSLAV MARKICEVIC,"",,2014-04-16,1958,http://www.parlament.gov.rs/MIROSLAV_MARKICEVIC.79.488.html,,,,10
806,ALEKSANDAR MARKOVIC,ALEKSANDAR MARKOVIC,"",,2014-04-16,1981,http://www.parlament.gov.rs/ALEKSANDAR_MARKOVIC.806.488.html,,http://www.facebook.com/aleksandar.markovic.96592,,10
451,DRAGAN MARKOVIC,DRAGAN MARKOVIC,"",,2014-04-16,1960,http://www.parlament.gov.rs/DRAGAN+_MARKOVIC.451.488.html,,,,10
854,JOVAN MARKOVIC,JOVAN MARKOVIC,"",,2014-04-16,1972,http://www.parlament.gov.rs/JOVAN_MARKOVIC.854.488.html,,,,10
611,VESNA MARKOVIC,VESNA MARKOVIC,"",,2014-04-16,1974,http://www.parlament.gov.rs/VESNA_MARKOVIC.611.488.html,,,,10
386,ALEKSANDAR MARTINOVIC,ALEKSANDAR MARTINOVIC,"",,2014-04-16,1976,http://www.parlament.gov.rs/ALEKSANDAR_MARTINOVIC+.386.488.html,,,,10
387,VESNA MARTINOVIĆ,VESNA MARTINOVIĆ,"",,2014-04-16,1970,http://www.parlament.gov.rs/VESNA_MARTINOVI%C4%86.387.488.html,,,,10
754,VEROLjUB MATIC,VEROLjUB MATIC,"",,2014-04-16,1953,http://www.parlament.gov.rs/VEROLjUB_MATIC.754.488.html,,,,10
811,ZARKO MICIN,ZARKO MICIN,"",,2014-04-16,1982,http://www.parlament.gov.rs/ZARKO_MICIN.811.488.html,,,,10
360,DRAGOLjUB Prof.MICUNOVIC,DRAGOLjUB Prof. Dr MICUNOVIC,Dr,,2014-04-16,1930,http://www.parlament.gov.rs/DRAGOLjUB_MICUNOVIC+.360.488.html,,,,10
357,MILETIC MIHAJLOVIC,MILETIC MIHAJLOVIC,"",,2014-04-16,1951,http://www.parlament.gov.rs/MILETIC_MIHAJLOVIC.357.488.html,,,,10
612,JELENA MIJATOVIC,JELENA MIJATOVIC,"",,2014-04-16,1977,http://www.parlament.gov.rs/JELENA_MIJATOVIC.612.488.html,,,,10
553,MILORADMIJATOVIC,MILORAD Dr MIJATOVIC,Dr,,2014-04-16,1947,http://www.parlament.gov.rs/MILORAD_MIJATOVIC+.553.488.html,,http://www.facebook.com/milorad.mijatovic.3,,10
685,PREDRAGMIJATOVIC,PREDRAG Dr MIJATOVIC,Dr,,2014-04-16,1950,http://www.parlament.gov.rs/PREDRAG_MIJATOVIC+.685.488.html,,,,10
639,STEFANA MILADINOVIC,STEFANA MILADINOVIC,"",,2014-04-16,1981,http://www.parlament.gov.rs/STEFANA_MILADINOVIC.639.488.html,http://www.twitter.com/just_Stefana,,,10
790,ZORAN MILEKIC,ZORAN MILEKIC,"",,2014-04-16,1955,http://www.parlament.gov.rs/ZORAN_MILEKIC.790.488.html,,,,10
789,MILIJA MILETIC,MILIJA MILETIC,"",,2014-04-16,1968,http://www.parlament.gov.rs/MILIJA_MILETIC.789.488.html,,,,10
456,DJORDJE MILICEVIC,DJORDJE MILICEVIC,"",,2014-04-16,1978,http://www.parlament.gov.rs/DJORDJE_MILICEVIC.456.488.html,,,,10
512,DUSAN Prof.MILISAVLJEVIC,DUSAN Prof. Dr MILISAVLJEVIC,Dr,,2014-04-26,1968,http://www.parlament.gov.rs/DUSAN_MILISAVLJEVIC.512.488.html,,,,10
799,MILOSAV MILOJEVIC,MILOSAV MILOJEVIC,"",,2014-04-16,1954,http://www.parlament.gov.rs/MILOSAV_MILOJEVIC.799.488.html,,,,10
837,NENAD MILOSAVLjEVIC,NENAD MILOSAVLjEVIC,"",,2014-04-16,1954,http://www.parlament.gov.rs/NENAD_MILOSAVLjEVIC.837.488.html,,,,10
817,NEVENKA MILOSEVIC,NEVENKA MILOSEVIC,"",,2014-04-16,1966,http://www.parlament.gov.rs/NEVENKA_MILOSEVIC.817.488.html,,,,10
816,VLADAN MILOSEVIC,VLADAN MILOSEVIC,"",,2014-04-16,1962,http://www.parlament.gov.rs/VLADAN_MILOSEVIC.816.488.html,,,,10
768,SASA MIRKOVIC,SASA MIRKOVIC,"",,2014-04-16,1972,http://www.parlament.gov.rs/SASA_MIRKOVIC.768.488.html,,,,10
825,NENAD MITROVIC,NENAD MITROVIC,"",,2014-04-16,1973,http://www.parlament.gov.rs/NENAD_MITROVIC.825.488.html,,,,10
882,GORAN MLADENOVIC,GORAN MLADENOVIC,"",,2014-10-03,1979,http://www.parlament.gov.rs/GORAN_MLADENOVIC.882.488.html,,,,10
618,LJUBICAMRDAKOVIC TODOROVIC,LJUBICA Dr MRDAKOVIC TODOROVIC,Dr,,2014-04-16,1962,http://www.parlament.gov.rs/LJUBICA_MRDAKOVIC+TODOROVIC.618.488.html,,,,10
350,MILUTIN MRKONЈIC,MILUTIN MRKONЈIC,"",,2014-04-16,1942,http://www.parlament.gov.rs/MILUTIN_MRKON%D0%88IC.350.488.html,,,,10
693,MUJO MUKOVIC,MUJO MUKOVIC,"",,2014-04-16,1963,http://www.parlament.gov.rs/MUJO_MUKOVIC.693.488.html,,,,10
871,DEJANNEKTARIJEVIC,DEJAN Dr NEKTARIJEVIC,Dr,,2014-05-10,1961,http://www.parlament.gov.rs/DEJAN_NEKTARIJEVIC.871.488.html,,,,10
96,LJILJANA NESTOROVIC,LJILJANA NESTOROVIC,"",,2014-04-16,1968,http://www.parlament.gov.rs/LJILJANA_NESTOROVIC.96.488.html,,,,10
498,DEJAN NIKOLIC,DEJAN NIKOLIC,"",,2014-04-16,1979,http://www.parlament.gov.rs/DEJAN_NIKOLIC.498.488.html,,,,10
626,DRAGAN NIKOLIC,DRAGAN NIKOLIC,"",,2014-04-16,1960,http://www.parlament.gov.rs/DRAGAN_NIKOLIC.626.488.html,,,,10
614,DUSICA NIKOLIC,DUSICA NIKOLIC,"",,2014-04-16,1962,http://www.parlament.gov.rs/DUSICA_NIKOLIC.614.488.html,,,,10
767,MILjANA NIKOLIC,MILjANA NIKOLIC,"",,2014-04-16,1971,http://www.parlament.gov.rs/MILjANA_NIKOLIC.767.488.html,,,,10
599,MIODRAG NIKOLIC,MIODRAG NIKOLIC,"",,2014-04-16,1950,http://www.parlament.gov.rs/MIODRAG_NIKOLIC.599.488.html,,,,10
815,NENAD NIKOLIC,NENAD NIKOLIC,"",,2014-04-16,1987,http://www.parlament.gov.rs/NENAD_NIKOLIC.815.488.html,http://www.twitter.com/nenadnikolic,http://www.facebook.com/nikolic.nenad,,10
788,SANjA NIKOLIC,SANjA NIKOLIC,"",,2014-04-16,1980,http://www.parlament.gov.rs/SANjA_NIKOLIC.788.488.html,http://www.twitter.com/sanjanpakao,,,10
