id,name,area,area_id,image,term,source,district,party,birth_year
paltayewa-maral-garayewna,Maral Garaýewna Paltaýewa,Saýlaw etrap №41-nji,41,http://mejlis2.bushluk.com/site/assets/files/2066/41_paltayewa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/paltayewa-maral-garayewna/,Balkan welaýaty,"",1949
amanow-gurbanmammet,Gurbanmämmet Amanow,Saýlaw etrap №42-nji,42,http://mejlis2.bushluk.com/site/assets/files/2067/42_amanow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/amanow-gurbanmammet/,Balkan welaýaty,"",1961
shiriyew-orazmammet,Orazmämmet Şiriýew,Saýlaw etrap №43-nji,43,http://mejlis2.bushluk.com/site/assets/files/2068/43_siriyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/shiriyew-orazmammet/,Balkan welaýaty,"",1965
golliyewa-maral-ashyrmedowna,Maral Aşyrmedowna Gölliýewa,Saýlaw etrap №44-nji,44,http://mejlis2.bushluk.com/site/assets/files/2070/44_golliyewa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/golliyewa-maral-ashyrmedowna/,Daşoguz welaýaty,"",1962
berdyyew-batyr-hojayewic,Batyr Hojaýewiç Berdyýew,Saýlaw etrap №45-nji,45,http://mejlis2.bushluk.com/site/assets/files/2071/45_berdiyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/berdyyew-batyr-hojayewic/,Daşoguz welaýaty,"",1961
nepesowa-tazegul-hakberdiyewna,Täzegül Hakberdiýewna Nepesowa,Saýlaw etrap №46-njy,46,http://mejlis2.bushluk.com/site/assets/files/2072/46_nepesowa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/nepesowa-tazegul-hakberdiyewna/,Daşoguz welaýaty,"",1962
otuzowa-aynabat-amangeldiyewna,Aýnabat Amangeldiýewna Otuzowa,Saýlaw etrap №47-nji,47,http://mejlis2.bushluk.com/site/assets/files/2073/47_otuzowa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/otuzowa-aynabat-amangeldiyewna/,Daşoguz welaýaty,"",1967
orazmyrat-babayewic-orazklycew,Orazmyrat Babaýewiç Orazklyçew,Saýlaw etrap №48-nji,48,http://mejlis2.bushluk.com/site/assets/files/2074/48_orazklycew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/orazmyrat-babayewic-orazklycew/,Daşoguz welaýaty,"",1962
batyr-durdykylycowic-berdiyew,Batyr Durdykylyçowiç Berdiýew,Saýlaw etrap №49-njy,49,http://mejlis2.bushluk.com/site/assets/files/2075/49_berdiyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/batyr-durdykylycowic-berdiyew/,Daşoguz welaýaty,"",1963
abdullayew-geldimyrat,Geldimyrat Abdullaýew,Saýlaw etrap №50-nji,50,http://mejlis2.bushluk.com/site/assets/files/2076/50_abdullayew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/abdullayew-geldimyrat/,Daşoguz welaýaty,"",1964
gurbanow-ashyrbay,Aşyrbaý Gurbanow,Saýlaw etrap №51-nji,51,http://mejlis2.bushluk.com/site/assets/files/2077/51_gurbanow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/gurbanow-ashyrbay/,Daşoguz welaýaty,"",1966
baylyyew-bayrambay-nurtakowic,Baýrambaý Nurtakowiç Baýlyýew,Saýlaw etrap №52-nji,52,http://mejlis2.bushluk.com/site/assets/files/2078/52_baylyyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/baylyyew-bayrambay-nurtakowic/,Daşoguz welaýaty,"",1966
allanazarow-allanazar-jumabayewic,Allanazar Jumabaýewiç Allanazarow,Saýlaw etrap №53-nji,53,http://mejlis2.bushluk.com/site/assets/files/2079/55_allanazarow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/allanazarow-allanazar-jumabayewic/,Daşoguz welaýaty,"",1972
seyilow-bayly-toylyyewic,Baýly Toýlyýewiç Seýilow,Saýlaw etrap №54-nji,54,http://mejlis2.bushluk.com/site/assets/files/2080/54_seyilow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/seyilow-bayly-toylyyewic/,Daşoguz welaýaty,"",1959
atayew-gurtmyrat-gazakowic,Gurtmyrat Gazakowiç Ataýew,Saýlaw etrap №55-nji,55,http://mejlis2.bushluk.com/site/assets/files/2081/55_atayew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/atayew-gurtmyrat-gazakowic/,Daşoguz welaýaty,"",1971
tuwakow-merdan-bayramdurdyyewic,Merdan Baýramdurdyýewiç Tuwakow,Saýlaw etrap №56-njy,56,http://mejlis2.bushluk.com/site/assets/files/2082/56_tuwakow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/tuwakow-merdan-bayramdurdyyewic/,Daşoguz welaýaty,"",1971
jumamyradowa-maya,Maýa Jumamyradowa,Saýlaw etrap №57-nji,57,http://mejlis2.bushluk.com/site/assets/files/2083/57_jumamyradowa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/jumamyradowa-maya/,Daşoguz welaýaty,"",1963
durdyyew-gurbangylyc-arazowic,Gurbangylyç Arazowiç Durdyýew,Saýlaw etrap №58-nji,58,http://mejlis2.bushluk.com/site/assets/files/2084/58_durdyyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/durdyyew-gurbangylyc-arazowic/,Daşoguz welaýaty,"",1966
owezow-komek,Kömek Öwezow,Saýlaw etrap №59-njy,59,http://mejlis2.bushluk.com/site/assets/files/2085/59_owezow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/owezow-komek/,Daşoguz welaýaty,"",1963
abdysetdarow-amangeldi-ashyrgeldiewi,Amangeldi Aşyrgeldiýewiç Abdysetdarow,Saýlaw etrap №60-njy,60,http://mejlis2.bushluk.com/site/assets/files/2086/60_abdysetdarow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/abdysetdarow-amangeldi-ashyrgeldiewi/,Daşoguz welaýaty,"",1974
amannazarowa-akjagul-hudaykulyyewna,Akjagül Hudaýgulyýewna Amannazarowa,Saýlaw etrap №61-nji,61,http://mejlis2.bushluk.com/site/assets/files/2087/61_amannazarowa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/amannazarowa-akjagul-hudaykulyyewna/,Daşoguz welaýaty,"",1958
babayew-baymyrat-atanayewic,Baýmyrat Atanaýewiç Babaýew,Saýlaw etrap №62-nji,62,http://mejlis2.bushluk.com/site/assets/files/2088/62_babayew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/babayew-baymyrat-atanayewic/,Daşoguz welaýaty,"",1963
hydyrow-magsat-hydyrowic,Magsat Hydyrowiç Hydyrow,Saýlaw etrap №63-nji,63,http://mejlis2.bushluk.com/site/assets/files/2089/63_hydyrow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/hydyrow-magsat-hydyrowic/,Daşoguz welaýaty,"",1969
sabyrow-begenc-jumabayewic,Begenç Jumabaýewiç Sabyrow,Saýlaw etrap №64-nji,64,http://mejlis2.bushluk.com/site/assets/files/2090/64_sabyrow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/sabyrow-begenc-jumabayewic/,Daşoguz welaýaty,"",1971
allayew-ashyrdurdy-aranowic,Aşyrdurdy Aranowiç Allaýew,Saýlaw etrap №65-nji,65,http://mejlis2.bushluk.com/site/assets/files/2091/65_allayew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/allayew-ashyrdurdy-aranowic/,Daşoguz welaýaty,"",1953
begjikow-batyr-amanmuradowic,Batyr Amanmyradowiç Begjikow,Saýlaw etrap №66-njy,66,http://mejlis2.bushluk.com/site/assets/files/2092/66_begjikow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/begjikow-batyr-amanmuradowic/,Daşoguz welaýaty,"",1969
nuryyew-batyr-mamijikowic,Batyr Mämijikowiç Nuryýew,Saýlaw etrap №67-nji,67,http://mejlis2.bushluk.com/site/assets/files/2093/67_nuryyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/nuryyew-batyr-mamijikowic/,Daşoguz welaýaty,"",1976
gurjiyew-bayramdurdy-gurbandurdyyewic,Baýramdurdy Gurbandurdyýewiç Gürjiýew,Saýlaw etrap №68-nji,68,http://mejlis2.bushluk.com/site/assets/files/2094/68_gurjiyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/gurjiyew-bayramdurdy-gurbandurdyyewic/,Daşoguz welaýaty,"",1966
babayew-kasymguly-gulmyradowic,Kasymguly Gulmyradowiç Babaýew,Saýlaw etrap №69-njy,69,http://mejlis2.bushluk.com/site/assets/files/2095/69_babayew_k_g.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/babayew-kasymguly-gulmyradowic/,Daşoguz welaýaty,"",1966
ayydow-kadyrberdi,Kadyrberdi Aýydow,Saýlaw etrap №70-nji,70,http://mejlis2.bushluk.com/site/assets/files/2097/70_ayydow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/ayydow-kadyrberdi/,Lebap welaýaty,"",1950
pilnowa-kamyla,Kamyla Pilnowa,Saýlaw etrap №71-nji,71,http://mejlis2.bushluk.com/site/assets/files/2098/71_pilnowa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/pilnowa-kamyla/,Lebap welaýaty,"",1961
hudaynazarow-pirnazar,Pirnazar Hudaýnazarow,Saýlaw etrap №72-nji,72,http://mejlis2.bushluk.com/site/assets/files/2099/72_hudaynazarow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/hudaynazarow-pirnazar/,Lebap welaýaty,"",1958
caryyew-atahan,Atahan Çaryýew,Saýlaw etrap №73-nji,73,http://mejlis2.bushluk.com/site/assets/files/2100/73_caryyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/caryyew-atahan/,Lebap welaýaty,"",1973
babakulyyew-tursunkuly,Tursunkuly Babakulyýew,Saýlaw etrap №74-nji,74,http://mejlis2.bushluk.com/site/assets/files/2101/74_babakuluyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/babakulyyew-tursunkuly/,Lebap welaýaty,"",1956
ibragimow-batyr-sapargulyyewic,Batyr Sapargulyýewiç Ibragimow,Saýlaw etrap №75-nji,75,http://mejlis2.bushluk.com/site/assets/files/2102/75_ibragimow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/ibragimow-batyr-sapargulyyewic/,Lebap welaýaty,"",1965
goccyyew-yusup-seyliyewic,Ýusup Seýliýewiç Goççyýew,Saýlaw etrap №76-njy,76,http://mejlis2.bushluk.com/site/assets/files/2103/76_goccyyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/goccyyew-yusup-seyliyewic/,Lebap welaýaty,"",1959
seripow-yolda-hallyyewic,Ýoldaş Hallyýewiç Şeripow,Saýlaw etrap №77-nji,77,http://mejlis2.bushluk.com/site/assets/files/2104/77_seripow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/seripow-yolda-hallyyewic/,Lebap welaýaty,"",1973
durdyyew-geldimurat-kurbanowic,Geldimurat Kurbanowiç Durdyýew,Saýlaw etrap №78-nji,78,http://mejlis2.bushluk.com/site/assets/files/2105/78_durdyyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/durdyyew-geldimurat-kurbanowic/,Lebap welaýaty,"",1956
orazow-batyr-caryyewic,Batyr Çaryýewiç Orazow,Saýlaw etrap №79-njy,79,http://mejlis2.bushluk.com/site/assets/files/2106/79_orazow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/orazow-batyr-caryyewic/,Lebap welaýaty,"",1967
mahmedowa-jemile,Jemile Mahmedowa,Saýlaw etrap №80-nji,80,http://mejlis2.bushluk.com/site/assets/files/2107/80_mahmedowa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/mahmedowa-jemile/,Lebap welaýaty,"",1972
bayramdurdyyew-yazmyrat-ballyyewic,Ýazmyrat Ballyýewiç Baýramdurdyýew,Saýlaw etrap №81-nji,81,http://mejlis2.bushluk.com/site/assets/files/2108/81_bayramdurdyyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/bayramdurdyyew-yazmyrat-ballyyewic/,Lebap welaýaty,"",1969
hudayberdiyewa-arzuw-jumageldiyewna,Arzuw Jumageldiýewna Hudaýberdiýewa,Saýlaw etrap №82-nji,82,http://mejlis2.bushluk.com/site/assets/files/2109/82_hudayberdiyewa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/hudayberdiyewa-arzuw-jumageldiyewna/,Lebap welaýaty,"",1981
jumayew-jumadurdy-owezdurdyyewic,Jumadurdy Öwezdurdyýewiç Jumaýew,Saýlaw etrap №84-nji,84,http://mejlis2.bushluk.com/site/assets/files/2110/84_jumayew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/jumayew-jumadurdy-owezdurdyyewic/,Lebap welaýaty,"",1962
row-enow-rozy-babagulyyewic,Rozy Babagulyýewiç Röwşenow,Saýlaw etrap №85-nji,85,http://mejlis2.bushluk.com/site/assets/files/2111/85_rowsenow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/row-enow-rozy-babagulyyewic/,Lebap welaýaty,"",1958
jumayew-jumamyrat,Jumamyrat Jumaýew,Saýlaw etrap №86-njy,86,http://mejlis2.bushluk.com/site/assets/files/2112/86_jumayew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/jumayew-jumamyrat/,Lebap welaýaty,"",1956
hatamow-pirguly-asdanoglyyewic,Pirguly Asdanoglyýewiç Hatamow,Saýlaw etrap №87-nji,87,http://mejlis2.bushluk.com/site/assets/files/2113/87_hatamow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/hatamow-pirguly-asdanoglyyewic/,Lebap welaýaty,"",1971
owlyagulyyew-astanaguly,Astanaguly Öwlýagulyýew,Saýlaw etrap №88-nji,88,http://mejlis2.bushluk.com/site/assets/files/2114/88_owlyagulyyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/owlyagulyyew-astanaguly/,Lebap welaýaty,"",1965
yazjumayew-allanazar-akmyradowic,Allanazar Akmyradowiç Ýazjumaýew,Saýlaw etrap №90-njy,90,http://mejlis2.bushluk.com/site/assets/files/2115/90_yazjumayew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/yazjumayew-allanazar-akmyradowic/,Lebap welaýaty,"",1978
abdykerimow-ir-rozyyewic,Şir Rozyýewiç Abdykerimow,Saýlaw etrap №91-nji,91,http://mejlis2.bushluk.com/site/assets/files/2116/91_abdykerimow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/abdykerimow-ir-rozyyewic/,Lebap welaýaty,"",1976
kerimow-ishanguly,Işanguly Kerimow,Saýlaw etrap №92-nji,92,http://mejlis2.bushluk.com/site/assets/files/2117/92_kerimow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/kerimow-ishanguly/,Lebap welaýaty,"",1947
kurbanow-perdemurat-ashyrowic,Perdemurat Aşyrowiç Kurbanow,Saýlaw etrap №93-nji,93,http://mejlis2.bushluk.com/site/assets/files/2118/93_kurbanow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/kurbanow-perdemurat-ashyrowic/,Lebap welaýaty,"",1974
seyidow-shohrat-dermanowic,Şöhrat Dermanowiç Seýidow,Saýlaw etrap №94-nji,94,http://mejlis2.bushluk.com/site/assets/files/2119/94_seyidow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/seyidow-shohrat-dermanowic/,Lebap welaýaty,"",1980
rahmanow-kurbannazar,Kurbannazar Rahmanow,Saýlaw etrap №95-nji,95,http://mejlis2.bushluk.com/site/assets/files/2120/95_rahmanow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/rahmanow-kurbannazar/,Lebap welaýaty,"",1965
karyagdyyew-babamurat-allaberdiyewic,Babamurat Allaberdiýewiç Karýagdyýew,Saýlaw etrap №96-njy,96,http://mejlis2.bushluk.com/site/assets/files/2121/96_garyagdyyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/karyagdyyew-babamurat-allaberdiyewic/,Lebap welaýaty,"",1974
soltanow-atajan-jumayewic,Atajan Jumaýewiç Soltanow,Saýlaw etrap №100-nji,100,http://mejlis2.bushluk.com/site/assets/files/2123/100_soltanow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/soltanow-atajan-jumayewic/,Mary welaýaty,"",1978
atambayew-tahir-abdura-itowic,Tahyr Abduraşitowiç Atambaýew,Saýlaw etrap №101-nji,101,http://mejlis2.bushluk.com/site/assets/files/2124/101_atambayew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/atambayew-tahir-abdura-itowic/,Mary welaýaty,"",1968
orazgeldiyewa-soltan,Soltan Orazgeldiýewa,Saýlaw etrap №102-nji,102,http://mejlis2.bushluk.com/site/assets/files/2125/102_orazgeldiyewa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/orazgeldiyewa-soltan/,Mary welaýaty,"",1963
atajanow-maksat-kakajanowic,Maksat Kakajanowiç Atajanow,Saýlaw etrap №104-nji,104,http://mejlis2.bushluk.com/site/assets/files/2127/104_atajanow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/atajanow-maksat-kakajanowic/,Mary welaýaty,"",1981
allalyyew-geldimyrat-saparmyradowic,Geldimyrat Saparmyradowiç Allalyýew,Saýlaw etrap №105-nji,105,http://mejlis2.bushluk.com/site/assets/files/2128/105_allalyyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/allalyyew-geldimyrat-saparmyradowic/,Mary welaýaty,"",1966
bekmyradow-agajan,Agajan Bekmyradow,Saýlaw etrap №106-njy,106,http://mejlis2.bushluk.com/site/assets/files/2129/106_bekmyradow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/bekmyradow-agajan/,Mary welaýaty,"",1974
hojamammedow-ba-im-gurbanmuhammedowic,Bäşim Gurbanmuhammedowiç Hojamämmedow,Saýlaw etrap №107-nji,107,http://mejlis2.bushluk.com/site/assets/files/2130/107_hojamammedow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/hojamammedow-ba-im-gurbanmuhammedowic/,Mary welaýaty,"",1971
babayew-gurbanmuhammet-durdyyewic,Gurbanmuhammet Durdyýewiç Babaýew,Saýlaw etrap №108-nji,108,http://mejlis2.bushluk.com/site/assets/files/2131/108_babayew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/babayew-gurbanmuhammet-durdyyewic/,Mary welaýaty,"",1962
jumadurdyyewa-ogultac-nurmuhammedowna,Ogultäç Nurmuhammedowna Jumadurdyýewa,Saýlaw etrap №109-njy,109,http://mejlis2.bushluk.com/site/assets/files/2132/109_jumadurdyyewa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/jumadurdyyewa-ogultac-nurmuhammedowna/,Mary welaýaty,"",1967
annaberdiyew-dowranberdi-orazberdiyewic,Döwranberdi Orazberdiýewiç Annaberdiýew,Saýlaw etrap №110-njy,110,http://mejlis2.bushluk.com/site/assets/files/2133/110_annaberdiyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/annaberdiyew-dowranberdi-orazberdiyewic/,Mary welaýaty,"",1970
orazow-atamyrat,Atamyrat Orazow,Saýlaw etrap №111-nji,111,http://mejlis2.bushluk.com/site/assets/files/2134/111_orazow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/orazow-atamyrat/,Mary welaýaty,"",1963
gurbanmyradow-tirki-myrat-orazdurdyyewic,Tirkişmyrat Orazdurdyýewiç Gurbanmyradow,Saýlaw etrap №112-nji,112,http://mejlis2.bushluk.com/site/assets/files/2135/112_gurbanmyradow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/gurbanmyradow-tirki-myrat-orazdurdyyewic/,Mary welaýaty,"",1958
begnepesow-kakamyrat-caryyewic,Kakamyrat Çaryýewiç Begnepesow,Saýlaw etrap №113-nji,113,http://mejlis2.bushluk.com/site/assets/files/2136/113_begnepesow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/begnepesow-kakamyrat-caryyewic/,Mary welaýaty,"",1966
saparow-atajan-kakajanowic,Atajan Kakajanowiç Saparow,Saýlaw etrap №114-nji,114,http://mejlis2.bushluk.com/site/assets/files/2137/114_saparow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/saparow-atajan-kakajanowic/,Mary welaýaty,"",1980
annayew-orazberdi-amannurowic,Orazberdi Amannurowiç Annaýew,Saýlaw etrap №115-nji,115,http://mejlis2.bushluk.com/site/assets/files/2138/115_annayew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/annayew-orazberdi-amannurowic/,Mary welaýaty,"",1964
a-yrow-hojanepes,Hojanepes Aşyrow,Saýlaw etrap №116-njy,116,http://mejlis2.bushluk.com/site/assets/files/2139/116_asyrow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/a-yrow-hojanepes/,Mary welaýaty,"",1954
garayew-atamyrat-e-ekgulowic,Atamyrat Eşekgulowiç Garaýew,Saýlaw etrap №117-nji,117,http://mejlis2.bushluk.com/site/assets/files/2140/117_garayew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/garayew-atamyrat-e-ekgulowic/,Mary welaýaty,"",1968
atayew-nurberdi-kakajanowic,Nurberdi Kakajanowiç Ataýew,Saýlaw etrap №118-nji,118,http://mejlis2.bushluk.com/site/assets/files/2141/118_atayew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/atayew-nurberdi-kakajanowic/,Mary welaýaty,"",1961
meredow-rejepgeldi-yazjumayewic,Rejepgeldi Ýazjumaýewiç Meredow,Saýlaw etrap №119-njy,119,http://mejlis2.bushluk.com/site/assets/files/2142/119_meredow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/meredow-rejepgeldi-yazjumayewic/,Mary welaýaty,"",1961
muhammetorazow-gurbanmyrat-allaberdiyewic,Gurbanmyrat Allaberdiýewiç Muhammetorazow,Saýlaw etrap №120-nji,120,http://mejlis2.bushluk.com/site/assets/files/2143/120_muhammetorazow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/muhammetorazow-gurbanmyrat-allaberdiyewic/,Mary welaýaty,"",1973
carykulyyewa-guljahan-amanmyradowna,Güljahan Amanmyradowna Çarykulyýewa,Saýlaw etrap №121-nji,121,http://mejlis2.bushluk.com/site/assets/files/2144/121_carykulyyewa.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/carykulyyewa-guljahan-amanmyradowna/,Mary welaýaty,"",1970
myradow-myrat-jumageldiyewic,Myrat Jumageldiýewiç Myradow,Saýlaw etrap №122-nji,122,http://mejlis2.bushluk.com/site/assets/files/2145/122_myradow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/myradow-myrat-jumageldiyewic/,Mary welaýaty,"",1971
rahmanow-yalkap-agamyradowic,Ýalkap Agamyradowiç Rahmanow,Saýlaw etrap №123-nji,123,http://mejlis2.bushluk.com/site/assets/files/2146/123_rahmanow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/rahmanow-yalkap-agamyradowic/,Mary welaýaty,"",1970
gokceyew-begmyrat-yag-ymyradowic,Begmyrat Ýagşymyradowiç Gökçeýew,Saýlaw etrap №124-nji,124,http://mejlis2.bushluk.com/site/assets/files/2147/124_gokceyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/gokceyew-begmyrat-yag-ymyradowic/,Mary welaýaty,"",1970
hudaygulyyew-nurmuhammet-bayramowic,Nurmuhammet Baýramowiç Hudaýgulyýew,Saýlaw etrap №125-nji,125,http://mejlis2.bushluk.com/site/assets/files/2148/125_hudaygulyyew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/hudaygulyyew-nurmuhammet-bayramowic/,Mary welaýaty,"",1969
hummedow-orazgeldi,Orazgeldi Hummedow,Saýlaw etrap №97-nji,97,http://mejlis2.bushluk.com/site/assets/files/2149/97_hummedow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/hummedow-orazgeldi/,Mary welaýaty,"",1946
atayew-shamuhammet-akmuhammedowic,Şamuhammet Akmuhammedowiç Ataýew,Saýlaw etrap №98-nji,98,http://mejlis2.bushluk.com/site/assets/files/2150/98_atayew.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/atayew-shamuhammet-akmuhammedowic/,Mary welaýaty,"",1967
ybytow-alty-orazberdiyewic,Alty Orazberdiýewiç Ybytow,Saýlaw etrap №99-njy,99,http://mejlis2.bushluk.com/site/assets/files/2151/99_ybytow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/ybytow-alty-orazberdiyewic/,Mary welaýaty,"",1981
