id,name,party,party_id,area,image,term
83,Adeli Edji  Tarsou,Mouvement Patriotique du Salut,MPS,Tibesti,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton83-e0dda.jpg,2011
211,Mahamat Bazingue Anni,Mouvement Patriotique du Salut,MPS,Tibesti,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton211-dc51a.jpg,2011
223,Mahamat Tahar Kori,Mouvement Patriotique du Salut,MPS,Tibesti,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton223-96b5a.jpg,2011
32,Molia Tahar Kori,Mouvement Patriotique du Salut,MPS,Tibesti,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton32-7de20.jpg,2011
92,Ahmat  Digui,Mouvement Patriotique du Salut,MPS,Wadi Fira,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton92-e123c.jpg,2011
37,Ahmat Annadif Khatir,Mouvement Patriotique du Salut,MPS,Wadi Fira,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton37-753e8.jpg,2011
103,Ammo Aziza Baroud,Mouvement Patriotique du Salut,MPS,Wadi Fira,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton103-c5167.jpg,2011
27,Aziza Ahmat  Senoussi,Mouvement Patriotique du Salut,MPS,Wadi Fira,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton27-49255.jpg,2011
119,Hassaballah Bichara Toino,Mouvement Patriotique du Salut,MPS,Wadi Fira,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton119-103ed.jpg,2011
222,Moctar Mahamat Ibrahim Kadjouk,Mouvement Patriotique du Salut,MPS,Wadi Fira,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton222-26c8d.jpg,2011
