id,name,identifier__historichansard,area,group,group_id,start_date,start_reason,end_date,end_reason,term
13977,Bob Doris,,Glasgow,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
13978,Helen Eadie,,Dunfermline East,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
13978,Helen Eadie,,Dunfermline East,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
13978,Helen Eadie,,Dunfermline East,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
13978,Helen Eadie,,Cowdenbeath,Labour,labour,2011-05-06,regional_election,2013-11-09,died,4
13979,Dorothy-Grace Elder,,Glasgow,Independent,independent,1999-05-06,regional_election,2002-04-30,changed_party,1
13979,Dorothy-Grace Elder,,Glasgow,Independent,independent,2002-05-01,changed_party,2003-03-31,regional_election,1
13980,Fergus Ewing,,"Inverness East, Nairn and Lochaber",Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
13980,Fergus Ewing,,"Inverness East, Nairn and Lochaber",Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
13980,Fergus Ewing,,"Inverness East, Nairn and Lochaber",Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
13980,Fergus Ewing,,Inverness and Nairn,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
13981,Winnie Ewing,,Highlands and Islands,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
13982,Linda Fabiani,,Central Scotland,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
13982,Linda Fabiani,,Central Scotland,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
13982,Linda Fabiani,,Central Scotland,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
13982,Linda Fabiani,,East Kilbride,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
13983,John Farquhar Munro,,"Ross, Skye and Inverness West",Liberal Democrat,liberal-democrat,1999-05-06,regional_election,2003-03-31,regional_election,1
13983,John Farquhar Munro,,"Ross, Skye and Inverness West",Liberal Democrat,liberal-democrat,2003-05-01,regional_election,2007-04-02,regional_election,2
13983,John Farquhar Munro,,"Ross, Skye and Inverness West",Liberal Democrat,liberal-democrat,2007-05-03,regional_election,2011-03-23,regional_election,3
13984,Patricia Ferguson,,Glasgow Maryhill,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
13984,Patricia Ferguson,,Glasgow Maryhill,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
13984,Patricia Ferguson,,Glasgow Maryhill,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
13984,Patricia Ferguson,,Glasgow Maryhill and Springburn,Labour,labour,2011-05-06,regional_election,,,4
13985,Alex Fergusson,,South of Scotland,Conservative,conservative,1999-05-06,regional_election,2003-03-31,regional_election,1
13985,Alex Fergusson,,Galloway and Upper Nithsdale,Conservative,conservative,2003-05-01,regional_election,2007-04-02,regional_election,2
13985,Alex Fergusson,,Galloway and Upper Nithsdale,None,none,2007-05-03,regional_election,2007-05-13,became_presiding_officer,3
13985,Alex Fergusson,,Galloway and Upper Nithsdale,None,none,2007-05-14,became_presiding_officer,2011-03-23,regional_election,3
13985,Alex Fergusson,,Galloway and West Dumfries,Conservative,conservative,2011-05-06,regional_election,,,4
13986,Ross Finnie,,West of Scotland,Liberal Democrat,liberal-democrat,1999-05-06,regional_election,2003-03-31,regional_election,1
13986,Ross Finnie,,West of Scotland,Liberal Democrat,liberal-democrat,2003-05-01,regional_election,2007-04-02,regional_election,2
13986,Ross Finnie,,West of Scotland,Liberal Democrat,liberal-democrat,2007-05-03,regional_election,2011-03-23,regional_election,3
13987,Joe FitzPatrick,,Dundee West,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
13987,Joe FitzPatrick,,Dundee City West,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
13988,Brian Fitzpatrick,,Strathkelvin and Bearsden,Labour,labour,2001-06-07,by_election,2003-03-31,regional_election,1
10211,Lord Foulkes of Cumnock,286,Lothians,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
13990,Colin Fox,,Lothians,SSP,ssp,2003-05-01,regional_election,2007-04-02,regional_election,2
13991,Murdo Fraser,,Mid Scotland and Fife,Conservative,conservative,2001-08-14,replaced_in_region,2003-03-31,regional_election,1
13991,Murdo Fraser,,Mid Scotland and Fife,Conservative,conservative,2003-05-01,regional_election,2007-04-02,regional_election,2
13991,Murdo Fraser,,Mid Scotland and Fife,Conservative,conservative,2007-05-03,regional_election,2011-03-23,regional_election,3
13991,Murdo Fraser,,Mid Scotland and Fife,Conservative,conservative,2011-05-06,regional_election,,,4
13992,Phil Gallie,,South of Scotland,Conservative,conservative,1999-05-06,regional_election,2003-03-31,regional_election,1
13992,Phil Gallie,,South of Scotland,Conservative,conservative,2003-05-01,regional_election,2007-04-02,regional_election,2
13993,Rob Gibson,,Highlands and Islands,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
13993,Rob Gibson,,Highlands and Islands,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
13993,Rob Gibson,,"Caithness, Sutherland and Ross",Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
13994,Kenneth Gibson,,Glasgow,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
13994,Kenneth Gibson,,Cunninghame North,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
13994,Kenneth Gibson,,Cunninghame North,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
13995,Karen Gillon,,Clydesdale,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
13995,Karen Gillon,,Clydesdale,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
13995,Karen Gillon,,Clydesdale,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
13996,Marlyn Glen,,North East Scotland,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
13996,Marlyn Glen,,North East Scotland,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
13997,Trish Godman,,West Renfrewshire,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
13997,Trish Godman,,West Renfrewshire,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
13997,Trish Godman,,West Renfrewshire,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
13998,Annabel Goldie,,West of Scotland,Conservative,conservative,1999-05-06,regional_election,2003-03-31,regional_election,1
13998,Annabel Goldie,,West of Scotland,Conservative,conservative,2003-05-01,regional_election,2007-04-02,regional_election,2
13998,Annabel Goldie,,West of Scotland,Conservative,conservative,2007-05-03,regional_election,2011-03-23,regional_election,3
13998,Annabel Goldie,,West Scotland,Conservative,conservative,2011-05-06,regional_election,,,4
13999,Charlie Gordon,,Glasgow Cathcart,Labour,labour,2005-09-29,by_election,2007-04-02,regional_election,2
13999,Charlie Gordon,,Glasgow Cathcart,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14000,Christine Grahame,,South of Scotland,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
14000,Christine Grahame,,South of Scotland,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
14000,Christine Grahame,,South of Scotland,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14000,Christine Grahame,,"Midlothian South, Tweeddale and Lauderdale",Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14001,Rhoda Grant,,Highlands and Islands,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14001,Rhoda Grant,,Highlands and Islands,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14001,Rhoda Grant,,Highlands and Islands,Labour,labour,2011-05-06,regional_election,,,4
14002,Iain Gray,,Edinburgh Pentlands,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14002,Iain Gray,,East Lothian,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14002,Iain Gray,,East Lothian,Labour,labour,2011-05-06,regional_election,,,4
14003,Duncan Hamilton,,Highlands and Islands,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
14004,Keith Harding,,Mid Scotland and Fife,Conservative,conservative,1999-05-06,regional_election,2003-03-31,regional_election,1
14005,Robin Harper,,Lothians,Green,green,1999-05-06,regional_election,2003-03-31,regional_election,1
14005,Robin Harper,,Lothians,Green,green,2003-05-01,regional_election,2007-04-02,regional_election,2
14005,Robin Harper,,Lothians,Green,green,2007-05-03,regional_election,2011-03-23,regional_election,3
14006,Patrick Harvie,,Glasgow,Green,green,2003-05-01,regional_election,2007-04-02,regional_election,2
14006,Patrick Harvie,,Glasgow,Green,green,2007-05-03,regional_election,2011-03-23,regional_election,3
14006,Patrick Harvie,,Glasgow,Green,green,2011-05-06,regional_election,,,4
14007,Christopher Harvie,,Mid Scotland and Fife,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14008,Hugh Henry,,Paisley South,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14008,Hugh Henry,,Paisley South,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14008,Hugh Henry,,Paisley South,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14008,Hugh Henry,,Renfrewshire South,Labour,labour,2011-05-06,regional_election,,,4
14009,Jamie Hepburn,,Central Scotland,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14009,Jamie Hepburn,,Cumbernauld and Kilsyth,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14010,Janis Hughes,,Glasgow Rutherglen,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14010,Janis Hughes,,Glasgow Rutherglen,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14011,Jim Hume,,South of Scotland,Liberal Democrat,liberal-democrat,2007-05-03,regional_election,2011-03-23,regional_election,3
14011,Jim Hume,,South Scotland,Liberal Democrat,liberal-democrat,2011-05-06,regional_election,,,4
14012,Fiona Hyslop,,Lothians,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
14012,Fiona Hyslop,,Lothians,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
14012,Fiona Hyslop,,Lothians,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14012,Fiona Hyslop,,Linlithgow,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14013,Adam Ingram,,South of Scotland,Scottish National Party,scottish-national-party,1999-05-06,regional_election,2003-03-31,regional_election,1
14013,Adam Ingram,,South of Scotland,Scottish National Party,scottish-national-party,2003-05-01,regional_election,2007-04-02,regional_election,2
14013,Adam Ingram,,South of Scotland,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14013,Adam Ingram,,"Carrick, Cumnock and Doon Valley",Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14014,Gordon Jackson,,Glasgow Govan,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14014,Gordon Jackson,,Glasgow Govan,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14015,Sylvia Jackson,,Stirling,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14015,Sylvia Jackson,,Stirling,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14016,Margaret Jamieson,,Kilmarnock and Loudoun,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14016,Margaret Jamieson,,Kilmarnock and Loudoun,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14017,Cathy Jamieson,,"Carrick, Cumnock and Doon Valley",Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14017,Cathy Jamieson,,"Carrick, Cumnock and Doon Valley",Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14017,Cathy Jamieson,,"Carrick, Cumnock and Doon Valley",Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14018,Ian Jenkins,,"Tweeddale, Ettrick and Lauderdale",Liberal Democrat,liberal-democrat,1999-05-06,regional_election,2003-03-31,regional_election,1
14019,Nick Johnston,,Mid Scotland and Fife,Conservative,conservative,1999-05-06,regional_election,2001-08-10,resigned,1
14020,Alex Johnstone,,North East Scotland,Conservative,conservative,1999-05-06,regional_election,2003-03-31,regional_election,1
14020,Alex Johnstone,,North East Scotland,Conservative,conservative,2003-05-01,regional_election,2007-04-02,regional_election,2
14020,Alex Johnstone,,North East Scotland,Conservative,conservative,2007-05-03,regional_election,2011-03-23,regional_election,3
14020,Alex Johnstone,,North East Scotland,Conservative,conservative,2011-05-06,regional_election,,,4
14021,Rosie Kane,,Glasgow,SSP,ssp,2003-05-01,regional_election,2007-04-02,regional_election,2
14022,James Kelly,,Glasgow Rutherglen,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14022,James Kelly,,Rutherglen,Labour,labour,2011-05-06,regional_election,,,4
14023,Andy Kerr,,East Kilbride,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14023,Andy Kerr,,East Kilbride,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14023,Andy Kerr,,East Kilbride,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
14024,Bill Kidd,,Glasgow,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14024,Bill Kidd,,Glasgow Anniesland,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
14025,Johann Lamont,,Glasgow Pollok,Labour,labour,1999-05-06,regional_election,2003-03-31,regional_election,1
14025,Johann Lamont,,Glasgow Pollok,Labour,labour,2003-05-01,regional_election,2007-04-02,regional_election,2
14025,Johann Lamont,,Glasgow Pollok,Labour,labour,2007-05-03,regional_election,2011-03-23,regional_election,3
