id,name,identifier__historichansard,area,group,group_id,start_date,start_reason,end_date,end_reason,term
14123,Bill Wilson,,West of Scotland,Scottish National Party,scottish-national-party,2007-05-03,regional_election,2011-03-23,regional_election,3
14124,John Young,,West of Scotland,Conservative,conservative,1999-05-06,regional_election,2003-03-31,regional_election,1
14146,Anne McLaughlin,,Glasgow,Scottish National Party,scottish-national-party,2009-02-11,replaced_in_region,2011-03-23,regional_election,3
25072,George Adam,,Paisley,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25073,Clare Adamson,,Central Scotland,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25074,Colin Beattie,,Midlothian North and Musselburgh,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25075,Marco Biagi,,Edinburgh Central,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25076,Neil Bibby,,West Scotland,Labour,labour,2011-05-06,regional_election,,,4
25077,Chic Brodie,,South Scotland,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25078,Margaret Burgess,,Cunninghame South,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25079,Roderick Campbell,,North East Fife,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25080,Ruth Davidson,,Glasgow,Conservative,conservative,2011-05-06,regional_election,,,4
25081,Graeme Dey,,Angus South,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25082,James Dornan,,Glasgow Cathcart,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25083,Kezia Dugdale,,Lothian,Labour,labour,2011-05-06,regional_election,,,4
25084,Jim Eadie,,Edinburgh Southern,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25085,Annabelle Ewing,,Mid Scotland and Fife,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25086,Mary Fee,,West Scotland,Labour,labour,2011-05-06,regional_election,,,4
25087,Neil Findlay,,Lothian,Labour,labour,2011-05-06,regional_election,,,4
25088,John Finnie,,Highlands and Islands,Scottish National Party,scottish-national-party,2011-05-06,regional_election,2012-10-23,changed_party,4
25088,John Finnie,,Highlands and Islands,Independent,independent,2012-10-23,changed_party,,,4
25089,Mark Griffin,,Central Scotland,Labour,labour,2011-05-06,regional_election,,,4
25090,Claudia Hamilton Beamish,,South Scotland,Labour,labour,2011-05-06,regional_election,,,4
25091,Alison Johnstone,,Lothian,Green,green,2011-05-06,regional_election,,,4
25092,Colin Keir,,Edinburgh Western,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25093,Richard Lyle,,Central Scotland,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25094,Angus MacDonald,,Falkirk East,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25095,Gordon MacDonald,,Edinburgh Pentlands,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25096,Derek Mackay,,Renfrewshire North and West,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25097,Mike MacKenzie,,Highlands and Islands,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25098,Ken Macintosh,,Eastwood,Labour,labour,2011-05-06,regional_election,,,4
25099,Hanzala Malik,,Glasgow,Labour,labour,2011-05-06,regional_election,,,4
25100,Jenny Marra,,North East Scotland,Labour,labour,2011-05-06,regional_election,,,4
25101,John Mason,,Glasgow Shettleston,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25102,Joan McAlpine,,South Scotland,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25103,Margaret McCulloch,,Central Scotland,Labour,labour,2011-05-06,regional_election,,,4
25104,Mark McDonald,,North East Scotland,Scottish National Party,scottish-national-party,2011-05-06,regional_election,2013-05-14,resigned,4
25104,Mark McDonald,,Aberdeen Donside,Scottish National Party,scottish-national-party,2013-06-21,by_election,,,4
25105,Margaret McDougall,,West Scotland,Labour,labour,2011-05-06,regional_election,,,4
25106,Aileen McLeod,,South Scotland,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25107,Siobhan McMahon,,Central Scotland,Labour,labour,2011-05-06,regional_election,,,4
25108,Anne McTaggart,,Glasgow,Labour,labour,2011-05-06,regional_election,,,4
25109,Graeme Pearson,,South Scotland,Labour,labour,2011-05-06,regional_election,,,4
25110,John Pentland,,Motherwell and Wishaw,Labour,labour,2011-05-06,regional_election,,,4
25111,Willie Rennie,,Mid Scotland and Fife,Liberal Democrat,liberal-democrat,2011-05-06,regional_election,,,4
25112,Dennis Robertson,,Aberdeenshire West,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25113,Drew Smith,,Glasgow,Labour,labour,2011-05-06,regional_election,,,4
25114,Kevin Stewart,,Aberdeen Central,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25115,David Torrance,,Kirkcaldy,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25116,Jean Urquhart,,Highlands and Islands,Scottish National Party,scottish-national-party,2011-05-06,regional_election,2012-10-23,changed_party,4
25116,Jean Urquhart,,Highlands and Islands,Independent,independent,2012-10-23,changed_party,,,4
25117,Bill Walker,,Dunfermline,Scottish National Party,scottish-national-party,2011-05-06,regional_election,2012-04-08,changed_party,4
25117,Bill Walker,,Dunfermline,Independent,independent,2012-04-08,changed_party,2013-09-07,resigned,4
25118,Paul Wheelhouse,,South Scotland,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25119,Humza Yousaf,,Glasgow,Scottish National Party,scottish-national-party,2011-05-06,regional_election,,,4
25171,Jayne Baxter,,Mid Scotland and Fife,Labour,labour,2012-12-07,replaced_in_region,,,4
25182,Christian Allard,,North East Scotland,Scottish National Party,scottish-national-party,2013-05-15,replaced_in_region,,,4
25207,Cara Hilton,,Dunfermline,Labour,labour,2013-10-25,by_election,,,4
25218,Alex Rowley,,Cowdenbeath,Labour,labour,2014-01-23,by_election,,,4
25219,Cameron Buchanan,,Lothian,Conservative,conservative,2013-09-04,replaced_in_region,,,4
