id,name,group,area,image,term,source
E180A5E180AEE180B8E180B1E180A1E180ACE18084E180B9E18086E18094E180B9E180B8,ဦးေအာင္ဆန္း,ျပည္ေထာင္စုႀကံ႕ခိုင္ေရးႏွင့္ဖြံ႔ျဖိဳးေရးပါတီ,စဥ့္ကူး မဲဆႏၵနယ္,http://www.pyithuhluttaw.gov.mm/sites/default/files/styles/174x220/public/representatives/2015/03/03/6.%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%B1%E1%80%A1%E1%80%AC%E1%80%84%E1%80%B9%E1%80%86%E1%80%94%E1%80%B9%E1%80%B8%20%28%E1%80%85%E1%80%A5%E1%80%B9%E1%80%B7%E1%80%80%E1%80%B0%E1%80%B8%29.jpg?itok=c0AfVZc1,1,http://www.pyithuhluttaw.gov.mm/?q=representative/%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%B1%E1%80%A1%E1%80%AC%E1%80%84%E1%80%B9%E1%80%86%E1%80%94%E1%80%B9%E1%80%B8
E180A6E180B8E180B1E180A1E180ACE18084E180B9E18280E18080E180ADE180B3E18084E180B9,ဦးေအာင္ႀကိဳင္,ျပည္ေထာင္စုႀကံ႕ခိုင္ေရးႏွင့္ဖြံ႔ျဖိဳးေရးပါတီ,ေညာင္ဦး မဲဆႏၵနယ္,http://www.pyithuhluttaw.gov.mm/sites/default/files/styles/174x220/public/representatives/2015/03/03/10.%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%B1%E1%80%A1%E1%80%AC%E1%80%84%E1%80%B9%E1%82%80%E1%80%80%E1%80%AD%E1%80%B3%E1%80%84%E1%80%B9%20%28%E1%80%B1%E1%80%8A%E1%80%AC%E1%80%84%E1%80%B9%E1%80%A5%E1%80%AE%E1%80%B8%29.jpg?itok=Y0wB4tEh,1,http://www.pyithuhluttaw.gov.mm/?q=representative/%E1%80%A6%E1%80%B8%E1%80%B1%E1%80%A1%E1%80%AC%E1%80%84%E1%80%B9%E1%82%80%E1%80%80%E1%80%AD%E1%80%B3%E1%80%84%E1%80%B9
E180B1E18092E1819AE18094E18094E180B9E180B8E1828FE180BCE180B6,ေဒၚနန္းႏြံ,ျပည္ေထာင္စုႀကံ႕ခိုင္ေရးႏွင့္ဖြံ႔ျဖိဳးေရးပါတီ,ရွားေတာ မဲဆႏၵနယ္,http://www.pyithuhluttaw.gov.mm/sites/default/files/styles/174x220/public/representatives/2015/02/26/6.%20%E1%80%B1%E1%80%92%E1%81%9A%E1%80%94%E1%80%94%E1%80%B9%E1%80%B8%E1%82%8F%E1%80%BC%E1%80%B6%20%28%E1%80%9B%E1%80%BD%E1%80%AC%E1%80%B8%E1%80%B1%E1%80%90%E1%80%AC%29.jpg?itok=xPNGc-qM,1,http://www.pyithuhluttaw.gov.mm/?q=representative/%E1%80%B1%E1%80%92%E1%81%9A%E1%80%94%E1%80%94%E1%80%B9%E1%80%B8%E1%82%8F%E1%80%BC%E1%80%B6
E180A5E180AEE180B8E1809BE180B2E18091E180BCE1808BE180B9E18090E18084E180B9,ဦးရဲထြဋ္တင္,ျပည္ေထာင္စုႀကံ႕ခိုင္ေရးႏွင့္ဖြံ႔ျဖိဳးေရးပါတီ,ဖာေဆာင္း မဲဆႏၵနယ္,http://www.pyithuhluttaw.gov.mm/sites/default/files/styles/174x220/public/representatives/2015/02/26/3.%20%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%9B%E1%80%B2%E1%80%91%E1%80%BC%E1%80%8B%E1%80%B9%E1%80%90%E1%80%84%E1%80%B9%20%28%E1%80%96%E1%80%AC%E1%80%B1%E1%80%86%E1%80%AC%E1%80%84%E1%80%B9%E1%80%B8%29.jpg?itok=gdUpwUmr,1,http://www.pyithuhluttaw.gov.mm/?q=representative/%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%9B%E1%80%B2%E1%80%91%E1%80%BC%E1%80%8B%E1%80%B9%E1%80%90%E1%80%84%E1%80%B9
E180A5E180AEE180B8E180A1E180B0E180B8E1809BE1809AE180B9,ဦးအူးရယ္,ျပည္ေထာင္စုႀကံ႕ခိုင္ေရးႏွင့္ဖြံ႔ျဖိဳးေရးပါတီ,ဖ႐ူဆို မဲဆႏၵနယ္,http://www.pyithuhluttaw.gov.mm/sites/default/files/styles/174x220/public/representatives/2015/02/26/2.%20%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%A1%E1%80%B0%E1%80%B8%E1%80%9B%E1%80%9A%E1%80%B9%28%E1%80%81%29%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%9B%E1%80%9A%E1%80%B9%20%28%E1%80%96%E1%80%9B%E1%80%B0%E1%80%86%E1%80%AD%E1%80%AF%29.jpg?itok=ByRa-oxv,1,http://www.pyithuhluttaw.gov.mm/?q=representative/%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%A1%E1%80%B0%E1%80%B8%E1%80%9B%E1%80%9A%E1%80%B9
E180A5E180AEE180B8E180B1E180A1E180B8E180B1E18099E180ACE18084E180B9,ဦးေအးေမာင္,ျပည္ေထာင္စုႀကံ႕ခိုင္ေရးႏွင့္ဖြံ႔ျဖိဳးေရးပါတီ,ေဘာလခဲ မဲဆႏၵနယ္,http://www.pyithuhluttaw.gov.mm/sites/default/files/styles/174x220/public/representatives/2015/02/26/4.%20%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%B1%E1%80%A1%E1%80%B8%E1%80%B1%E1%80%99%E1%80%AC%E1%80%84%E1%80%B9%28%E1%80%B1%E1%80%98%E1%80%AC%E1%80%9C%E1%80%81%E1%80%B2%29.jpg?itok=Xa3uuRjB,1,http://www.pyithuhluttaw.gov.mm/?q=representative/%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%B1%E1%80%A1%E1%80%B8%E1%80%B1%E1%80%99%E1%80%AC%E1%80%84%E1%80%B9
E180A5E180AEE180B8E180B1E18085E180ACE18091E180BCE1808BE180B9E180B1E18081E180ABE18084E180B9E1809CE180BCE18084E180B9,ဦးေစာထြဋ္ေခါင္လြင္,ျပည္ေထာင္စုႀကံ႕ခိုင္ေရးႏွင့္ဖြံ႔ျဖိဳးေရးပါတီ,ၾကာအင္းဆိပ္ႀကီး မဲဆႏၵနယ္,http://www.pyithuhluttaw.gov.mm/sites/default/files/styles/174x220/public/representatives/2015/02/27/2.%20%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%B1%E1%80%85%E1%80%AC%E1%80%91%E1%80%BC%E1%80%8B%E1%80%B9%E1%80%B1%E1%80%81%E1%80%AB%E1%80%84%E1%80%B9%E1%80%9C%E1%80%BC%E1%80%84%E1%80%B9%20%28%E1%81%BE%E1%80%80%E1%80%AC%E1%80%A1%E1%80%84%E1%80%B9%E1%80%B8%E1%80%86%E1%80%AD%E1%80%95%E1%80%B9%E1%82%80%E1%80%80%E1%80%AE%E1%80%B8%29.jpg?itok=j3tc4G73,1,http://www.pyithuhluttaw.gov.mm/?q=representative/%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%B1%E1%80%85%E1%80%AC%E1%80%91%E1%80%BC%E1%80%8B%E1%80%B9%E1%80%B1%E1%80%81%E1%80%AB%E1%80%84%E1%80%B9%E1%80%9C%E1%80%BC%E1%80%84%E1%80%B9
E180A5E180AEE180B8E180B1E18085E180ACE180B1E18094E180B1E18080E180ACE180B9E18280E18080E180AEE180B8,ဦးေစာေနေကာ္ႀကီး,ကရင္ျပည္သူ႔ပါတီ,သံေတာင္ႀကီး မဲဆႏၵနယ္,http://www.pyithuhluttaw.gov.mm/sites/default/files/styles/174x220/public/representatives/2015/02/27/7.%20%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%B1%E1%80%85%E1%80%AC%E1%80%B1%E1%80%94%E1%80%B1%E1%80%80%E1%80%AC%E1%80%B9%E1%82%80%E1%80%80%E1%80%AE%E1%80%B8%28%E1%80%9E%E1%80%B6%E1%80%B1%E1%80%90%E1%80%AC%E1%80%84%E1%80%B9%E1%82%80%E1%80%80%E1%80%AE%E1%80%B8%29.jpg?itok=-khGz9Ma,1,http://www.pyithuhluttaw.gov.mm/?q=representative/%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%B1%E1%80%85%E1%80%AC%E1%80%B1%E1%80%94%E1%80%B1%E1%80%80%E1%80%AC%E1%80%B9%E1%82%80%E1%80%80%E1%80%AE%E1%80%B8
E180A5E180AEE180B8E180B1E18085E180ACE1809EE180ADE18094E180B9E180B8E180B1E180A1E180ACE18084E180B9,ဦးေစာသိန္းေအာင္,ဖလံု-စေဝၚဒီမိုကရက္တစ္ပါတီ,လိွဳင္းဘြဲ မဲဆႏၵနယ္,http://www.pyithuhluttaw.gov.mm/sites/default/files/styles/174x220/public/representatives/2015/02/27/6.%20%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%B1%E1%80%85%E1%80%AC%E1%80%9E%E1%80%AD%E1%80%94%E1%80%B9%E1%80%B8%E1%80%B1%E1%80%A1%E1%80%AC%E1%80%84%E1%80%B9%20%28%E1%80%9C%E1%80%BD%E1%80%AD%E1%80%AF%E1%80%84%E1%80%B9%E1%80%B8%E1%80%98%E1%80%B2%E1%80%BC%29.jpg?itok=3TgHQq2I,1,http://www.pyithuhluttaw.gov.mm/?q=representative/%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%B1%E1%80%85%E1%80%AC%E1%80%9E%E1%80%AD%E1%80%94%E1%80%B9%E1%80%B8%E1%80%B1%E1%80%A1%E1%80%AC%E1%80%84%E1%80%B9
E180A5E180AEE180B8E18085E180ADE180AFE18084E180B9E180B8E1809EE18094E180B9E180B8E1828FE180ADE180AFE18084E180B9,ဦးစိုင္းသန္းႏိုင္,ျပည္ေထာင္စုႀကံ႕ခိုင္ေရးႏွင့္ဖြံ႔ျဖိဳးေရးပါတီ,ဖာပြန္ မဲဆႏၵနယ္,http://www.pyithuhluttaw.gov.mm/sites/default/files/styles/174x220/public/representatives/2015/02/27/3.%20%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%85%E1%80%AD%E1%80%AF%E1%80%84%E1%80%B9%E1%80%B8%E1%80%9E%E1%80%94%E1%80%B9%E1%80%B8%E1%82%8F%E1%80%AD%E1%80%AF%E1%80%84%E1%80%B9%20%28%E1%80%96%E1%80%AC%E1%80%95%E1%80%BC%E1%80%94%E1%80%B9%29.jpg?itok=IaYiuiGD,1,http://www.pyithuhluttaw.gov.mm/?q=representative/%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%85%E1%80%AD%E1%80%AF%E1%80%84%E1%80%B9%E1%80%B8%E1%80%9E%E1%80%94%E1%80%B9%E1%80%B8%E1%82%8F%E1%80%AD%E1%80%AF%E1%80%84%E1%80%B9
E180B1E18092E1819AE18094E18094E180B9E180B8E180B1E18085E180A1E180BCE180AC,ေဒၚနန္းေစအြာ,ဖလံု-စေဝၚဒီမိုကရက္တစ္ပါတီ,ဘားအံ မဲဆႏၵနယ္,http://www.pyithuhluttaw.gov.mm/sites/default/files/styles/174x220/public/representatives/2015/02/27/4.%20%E1%80%B1%E1%80%92%E1%81%9A%E1%80%94%E1%80%94%E1%80%B9%E1%80%B8%E1%80%B1%E1%80%85%E1%80%A1%E1%80%BC%E1%80%AC%20%28%E1%80%98%E1%80%AC%E1%80%B8%E1%80%A1%E1%80%B6%29.jpg?itok=bKKxMrdE,1,http://www.pyithuhluttaw.gov.mm/?q=representative/%E1%80%B1%E1%80%92%E1%81%9A%E1%80%94%E1%80%94%E1%80%B9%E1%80%B8%E1%80%B1%E1%80%85%E1%80%A1%E1%80%BC%E1%80%AC
E180A5E180AEE180B8E1809EE180B0E1809BE180ADE18094E180B9E180B1E18087E180ACE180B9,ဦးသူရိန္ေဇာ္,ျပည္ေထာင္စုႀကံ႕ခိုင္ေရးႏွင့္ဖြံ႔ျဖိဳးေရးပါတီ,ေကာ့ကရိတ္ မဲဆႏၵနယ္,http://www.pyithuhluttaw.gov.mm/sites/default/files/styles/174x220/public/representatives/2015/02/27/1.%20%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%9E%E1%80%B0%E1%80%9B%E1%80%AD%E1%80%94%E1%80%B9%E1%80%B1%E1%80%87%E1%80%AC%E1%80%B9%28%E1%80%B1%E1%80%80%E1%80%AC%E1%80%B7%E1%80%80%E1%80%9B%E1%80%AD%E1%80%90%E1%80%B9%29.jpg?itok=NRF9jaaT,1,http://www.pyithuhluttaw.gov.mm/?q=representative/%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%9E%E1%80%B0%E1%80%9B%E1%80%AD%E1%80%94%E1%80%B9%E1%80%B1%E1%80%87%E1%80%AC%E1%80%B9
E180A5E180AEE180B8E1809EE18094E180B9E180B8E180A5E180AEE180B8,ဦးသန္းဦး,ျပည္ေထာင္စုႀကံ႕ခိုင္ေရးႏွင့္ဖြံ႔ျဖိဳးေရးပါတီ,ျမဝတီ မဲဆႏၵနယ္,http://www.pyithuhluttaw.gov.mm/sites/default/files/styles/174x220/public/representatives/2015/02/27/5.%20%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%9E%E1%80%94%E1%80%B9%E1%80%B8%E1%80%A5%E1%80%AE%E1%80%B8%20%28%E1%80%BB%E1%80%99%E1%81%80%E1%80%90%E1%80%AE%29.jpg?itok=AJ9dPH1q,1,http://www.pyithuhluttaw.gov.mm/?q=representative/%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%9E%E1%80%94%E1%80%B9%E1%80%B8%E1%80%A5%E1%80%AE%E1%80%B8
E180A5E180AEE180B8E18081E180BCE18094E180B9E1809CE180ADE18094E180B9E180B8,ဦးခြန္လိန္း,ခ်င္းတိုးတက္ေရးပါတီ,ဖလမ္း မဲဆႏၵနယ္,http://www.pyithuhluttaw.gov.mm/sites/default/files/styles/174x220/public/representatives/2015/02/27/6.%20%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%81%E1%80%BC%E1%80%94%E1%80%B9%E1%80%9C%E1%80%AD%E1%80%94%E1%80%B9%E1%80%B8%20%28%E1%80%96%E1%80%9C%E1%80%99%E1%80%B9%E1%80%B8%29.jpg?itok=4_EIbaOI,1,http://www.pyithuhluttaw.gov.mm/?q=representative/%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%81%E1%80%BC%E1%80%94%E1%80%B9%E1%80%9C%E1%80%AD%E1%80%94%E1%80%B9%E1%80%B8
E180A6E180B8E18090E18084E180B9E18091E180BCE18090E180B9,ဦးတင္ထြတ္,ျပည္ေထာင္စုႀကံ႕ခိုင္ေရးႏွင့္ဖြံ႔ျဖိဳးေရးပါတီ,ဇလြန္ မဲဆႏၵနယ္,http://www.pyithuhluttaw.gov.mm/sites/default/files/styles/174x220/public/representatives/2015/03/03/7.%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%90%E1%80%84%E1%80%B9%E1%80%91%E1%80%BC%E1%80%90%E1%80%B9%20%28%E1%80%87%E1%80%9C%E1%80%BC%E1%80%94%E1%80%B9%29.jpg?itok=eaCeDR4i,1,http://www.pyithuhluttaw.gov.mm/?q=representative/%E1%80%A6%E1%80%B8%E1%80%90%E1%80%84%E1%80%B9%E1%80%91%E1%80%BC%E1%80%90%E1%80%B9
E180A6E180B8E180B1E1808CE180B8E180A6E180B8,ဦးေဌးဦး,ျပည္ေထာင္စုႀကံ႕ခိုင္ေရးႏွင့္ဖြံ႔ျဖိဳးေရးပါတီ,ဟသၤာတ မဲဆႏၵနယ္,http://www.pyithuhluttaw.gov.mm/sites/default/files/styles/174x220/public/representatives/2015/03/03/23.%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%B1%E1%80%8C%E1%80%B8%E1%80%A5%E1%80%AE%E1%80%B8%20%28%E1%80%9F%E1%80%9E%E1%81%A4%E1%80%AC%E1%80%90%29.jpg?itok=_iY4qRPU,1,http://www.pyithuhluttaw.gov.mm/?q=representative/%E1%80%A6%E1%80%B8%E1%80%B1%E1%80%8C%E1%80%B8%E1%80%A6%E1%80%B8
E180A6E180B8E180B1E18087E180ACE180B9E18091E180BCE18094E180B9E180B8,ဦးေဇာ္ထြန္း,ျပည္ေထာင္စုႀကံ႕ခိုင္ေရးႏွင့္ဖြံ႔ျဖိဳးေရးပါတီ,လပြတၱာ မဲဆႏၵနယ္,http://www.pyithuhluttaw.gov.mm/sites/default/files/styles/174x220/public/representatives/2015/03/03/19.%E1%80%A5%E1%80%AE%E1%80%B8%E1%80%B1%E1%80%87%E1%80%AC%E1%80%B9%E1%80%91%E1%80%BC%E1%80%94%E1%80%B9%E1%80%B8%20%28%E1%80%9C%E1%80%95%E1%80%BC%E1%80%90%E1%81%B2%E1%80%AC%29.jpg?itok=xCDr-oVK,1,http://www.pyithuhluttaw.gov.mm/?q=representative/%E1%80%A6%E1%80%B8%E1%80%B1%E1%80%87%E1%80%AC%E1%80%B9%E1%80%91%E1%80%BC%E1%80%94%E1%80%B9%E1%80%B8
